,F_NAME,F_CONTENT,CATEGORY
14,Artworks-5.txt,"This work will be on view from March 28 in “Away from the Easel: Jackson Pollock’s Mural.” © 2020 The Pollock-Krasner Foundation / Artists Rights Society (ARS), New York Photo: Herbert Matter, Courtesy of the Department of Special Collections, Stanford University Libraries",Artworks
15,Artworks-87.txt,"After painting these shellfish,  propably had them for supper the same day  Prawns and Mussels (1886)opSlR0F51I",Artworks
16,Artworks-27.txt,"Showcasing extraordinary objects from across South Asia, Japan, the UK and USA, #TantraExhibition will be the first historical exploration of Tantric visual culture from its inception to today. It will feature masterpieces of sculpture, painting, prints and ritual objectsPgzKsVOZ3E",Artworks
17,Artworks-40.txt,"Walter Ellison’s ""Train Station"" dets an energetic scene in which many travelers depart from a central terminal. The composition reflects how values in the 1930s prevented blacks and whites from mixing. #NowOnView LEARN MORE—http://bit.ly/2RzLdLj 4NejHFMsHd",Artworks
18,Artworks-58.txt,We’re delighted to announce @MoSalah’s golden boots have been installed in Room 61!,Artworks
19,Artworks-7.txt,"Weekend reading—discover how Zarina created her subtle, complex work on paper, “Untitled” (1977), on view in #MarkingTime.https://gu.gg/2NVieTe",Artworks
20,Artworks-19.txt,"The seasons of the Arctic are encapsulated in a single view in this print made by Inuit graphic artist Kenojuak Ashevak. The work also shows some of the animals that live in the region, and it will be on display in our upcoming #ArcticExhibition http://ow.ly/cKuT30qdB3S 0ozw4qcS5X",Artworks
21,Artworks-33.txt,A mother’s despair is captured in this lithograph print made by Käthe Kollwitz in 1897. Several of our free exhibitions – including a display of Kollwitz’s work – are closing on Sunday 12 January. Find out more: http://ow.ly/Kp4v30q6ybY VYS0evba1j,Artworks
22,Artworks-41.txt,"Exhibited in New York City, ""The Earth Is a Man"" (1942) by artist Roberto Matta, with its abstract and visionary qualities, enthralled and influenced a new generation of American artists, who would come to be known as the Abstract Expressionists: http://bit.ly/2GVQASc  [©ARS]XmhcrCa0Mt",Artworks
23,Artworks-50.txt,"At least three weavers worked together to create this large textile. Produced in the Chuquibamba region of modern-day Peru, their collaboration can be perceived in subtle vertical junctures in the threads. See this poncho—dating from 1300/0—on view in Arts of the Americas.uXHmyOQDdj",Artworks
24,Artworks-94.txt,"A fictional scene from the Trojan War is deted on this ancient Greek amphora – the warrior Achilles killing Penthesilea, Queen of the Amazons. According to the story, their eyes meet and they fall in love, but it’s too late – the Queen of the Amazons is deadmNhEqR2mzg",Artworks
25,Artworks-79.txt,"This nearly 1,000-year-old Chinese sculpture expresses the compassion embodied by the Buddhist bodhisattva #Guanyin. Called Avalokitesvara in Sanskrit & known as Kannon in Japan, all of Guanyin’s names convey “the one who pays heed to the sounds—or cries—of the world.” #HeartArt1Pj70iBvab",Artworks
26,Artworks-45.txt,"Due to their delicacy and sensitivity to light, prints and drawings can only be displayed for short periods of time. Explore rarely exhibited works on paper from across the centuries—now on view at the Art Institute. EXPLORE—http://bit.ly/2Relud6 cBCOUqurQ1",Artworks
27,Artworks-74.txt,"Translated Vase (2011) by Yee Sookyung, on view in our Arts of Korea Gallery, was made with fragments of broken works that were rejected by the potters who made them. The work is therefore “green” in both its color & its kindness to the natural environment.ktY3FCRTMZ",Artworks
28,Artworks-71.txt,"We’re proud to gift this mural to the City of Boston & @marty_walsh! It was designed by @AFHBoston & completed by visitors at our 2018 #MLKDay Open House, hosted in partnership with @CitizensBank. We can’t wait for our next #MLK celebration on Jan. 21, 2019—hope to see you there!26VUIqpgGK",Artworks
29,Artworks-18.txt,"These netsuke were made in Japan in the 18th and 19th centuries, and would have been worn by men. As kimonos had no pockets, they would be used to suspend possessions from the waist. These animal netsuke are all under 5cm tall.qV8DNNihPM",Artworks
30,Artworks-86.txt,"#ArtOfTheWeek A Pair of Leather Clogs,   (1889): http://ow.ly/LQVw30eTkNs lpz9y6dNgn",Artworks
31,Artworks-2.txt,"Weekend reading—discover new works added to the #Collection in 2019, and learn more about the ongoing effort to diversify our collection.https://gu.gg/31e3oMV",Artworks
32,Artworks-68.txt,"This beautiful blue-and-white porcelain vase was made in 15th-century China – it’s decorated with peaches, apples, pomegranates and lychees. The intricate patterns would have been applied before glazing, and created using cobalt blue pigment.1LnQhkIess",Artworks
33,Artworks-10.txt,This work is on view in #TheFullnessofColor through August 2. Plan your visit:https://www..org/exhibition/the-fullness-of-color-1960s-painting …,Artworks
34,Artworks-82.txt," painted the city scene on the back of the painting Head of a Woman, which he had made in Nuenen. This was a way of saving canvas.47pwYSuBQf",Artworks
35,Artworks-20.txt,"Joyce refers to Homer’s Odyssey throughout the novel, drawing parallels between Leopold Bloom and Odysseus, as well as Bloom’s wife Molly and Penelope. Discover how Homer’s es have inspired retellings throughout history in our #TroyExhibition: http://ow.ly/c2tc30qcVZT BNaB7npVhE",Artworks
36,Artworks-62.txt,"Traditionally, history has been written by ‘the winners’. But this exhibition sets out to investigate what the other people had to say – the downtrodden, the forgotten, the protestors. #IObject http://ow.ly/zQ8j30k0e39 QVG3kMSxIk",Artworks
37,Artworks-61.txt,"We’ve made an exciting new acquisition! To celebrate Egyptian footballing star @MoSalah being top scorer in the Premier League this season, we’ll be displaying his boots alongside objects from ancient Egypt in the run up to the Champions League final DBZDW5Q6kD",Artworks
38,Artworks-59.txt,"They will be displayed alongside these 3,300-year-old ancient Egyptian sandals until the World Cup final on 15 JulyAcO0fAcOhA",Artworks
39,Artworks-77.txt,"#WinslowHomer's ""The Fog Warning"" (1885) dets a fisherman's difficult journey back to the main ship after catching halibut in Prout's Neck, #Maine. Born #onthisday in 1836, #Homer doesn't specify the fisherman's fate, increasing the dramatic tension of the painting.6mAUkgM5r3",Artworks
40,Artworks-34.txt,"Made around 600 BC in Rhodes, this offering spoon in the shape of a swimming girl was inspired by similar designs from ancient Egypt. See it on display in Room 13 and learn more about Greece from 1050–520 BC: http://ow.ly/doYq30q3qi3 I2P9CXJLnT",Artworks
41,Artworks-29.txt,"Carefully crafted from jade, this dragon was made in China between the 5th and 4th centuries BC. Although only 9cm long, this tiny object would have been extremely precious – jade was valued more highly than gold in China at this time http://ow.ly/lknW30q80Ve rD0PucllBZ",Artworks
42,Artworks-16.txt,"You can see the seal on display in Room 41 later this year.  This object was acquired thanks to the support of John Rassweiler, The Ruddock Foundation for the Arts, @HenryMooreFDN and the British Museum Patrons. #HenryMooreGrantsMkHSCduKHA",Artworks
43,Artworks-65.txt,"These gold bracelets were made in ancient Egypt around 940 BC for Prince Nemareth. They’re decorated with a figure of the god Horus as a child – Horus was a falcon god, and ‘lord of the sky’PM4xGE4cEW",Artworks
44,Artworks-12.txt,An astonishing photo of the construction of the @ #tbt #uscranes #100mtNcUD0,Artworks
45,Artworks-76.txt,"In #EgonSchiele's drawings of nudes, the bodies are unidealized, making them seem all the more real. Often, at first glance, it can be difficult to decipher what they are doing. : ""The Pacer,"" 1914, on loan from @AlbertinaMuseum for ""Klimt and #Schiele: Drawn.""nQLLmxjjVd",Artworks
46,Artworks-22.txt,"The Egyptian Sculpture Gallery is one of the most popular rooms in the Museum, housing the Rosetta Stone, colossal sculpture and ancient tomb reliefs. Book your place on an out-of-hours tour to explore the space before the galleries open to the public: http://ow.ly/xm3s30qbJDB CUQHS8WGu9",Artworks
47,Artworks-47.txt,"Named after the 13th-century poet, Dante Gabriel Rossetti found inspiration for ""Beata Beatrix"" in his namesake's 'La Vita Nuova.'  A deeply personal work, Rossetti's symbolism combines details from his own life with those from Dante's story: http://bit.ly/2QS9n5r  #NowOnViewnzzRzN4Mea",Artworks
48,Artworks-97.txt,"Over a period of 70 years, Sloane brought together thousands of objects from around the world including natural history specimens, books and prints. His original collections would go on to become part of @NHM_London and @BritishLibrary.sy2gSCuONp",Artworks
49,Artworks-43.txt,"In ""Portrait of a Woman,"" the French academic artist Jean Léon Gérôme masterfully captures the textures of satin, velvet, fur, and lace on the luxurious garments of the sitter, thought to be Rosine Faivre, the wife of Gérôme’s lifelong friend, Etienne Marie Faivre. #NowOnView579ktNMDo2",Artworks
50,Artworks-67.txt,"This small wooden sculpture of turtles was made in Kyoto, Japan in the late 18th century. The turtle was a symbol of long life, and was sometimes represented with seaweed growing on its back to imply its old age JTI4eSF0gd",Artworks
51,Artworks-52.txt,"Our keeper of the Thorne Miniature Rooms discovered a photo album labeled ""Doll's Houses"" in our archives. The photographs inside showed the elaborate dollhouses Mrs. Thorne created as gifts for children confined to local hospitals during the holidays.https://www.artic.edu/articles/790/a-grand-tribute-of-miniature-proportions …",Artworks
52,Artworks-91.txt,"For The Potato Eaters,  had spent a lot of time inside the house  of the De Groot-family: ""it’s taken a whole winter of painting studies of heads and hands."" One of the women in the painting is Gordina, the daughter of the family.  Head of a Woman (Gordina de Groot) (1885)zzXYiTtG8O",Artworks
53,Artworks-6.txt,"“Saraband” (1959) is on view in #TheFullnessofColor through August 2. Plan your visit at https://www..org/exhibition/the-fullness-of-color-1960s-painting … © Maryland Institute College of Art (MICA) / Artists Rights Society (ARS), New York",Artworks
54,Artworks-84.txt,The first Sunflowers painting by  made in Arles. Find out more Monday August 14 from 6:50 pm (CET) live on Facebook! #SunflowersLIVE1GhawKNISS,Artworks
55,Artworks-14.txt,This work is on view in #ImplicitTensions through January 5. Plan your visit:https://gu.gg/2HkAJQb,Artworks
56,Artworks-1.txt,Minimal Abstraction and Color Field artists on a winter afternoon.  Perfectly sublime ⁦@⁩wuf7vGpzDx,Artworks
57,Artworks-38.txt,"Reassembled after more than 10,000 hours of conservation work, these objects are now on view in our Egyptian Funerary Arts Gallery. #368KOeXvit",Artworks
58,Artworks-46.txt,"Notable for its bold patterning, strong contours, and brilliant light effects, Winslow Homer's ""Croquet Scene"" epitomizes the spirit of a breezy summer afternoon. See it among seven paintings by Winslow Homer on view in American Art: http://bit.ly/2sa5Uqx LoUsVGwxMv",Artworks
59,Artworks-70.txt,"The woman in this Greuze painting is dressed in a déshabillé fashion that was en vogue at the time. Queen Marie Antoinette began wearing white muslin dresses that did not require structural undergarments in the 1780s and after some initial scandal, this style became very popular.chlwpepkzN",Artworks
60,Artworks-31.txt,"Crafted from onyx and gold, this cameo ring shows Queen Elizabeth I – crowned #onthisday in 1559. In the late 16th century rings like these were worn by supporters of the queen to show allegiance to the new monarch http://ow.ly/2RcC30q6wvk EhtC2DTOfP",Artworks
61,Artworks-54.txt,Frank Lloyd Wright’s wonderful @ NY The outside and a rooflight in the reading room.QUNoCXTjHg,Artworks
62,Artworks-3.txt,"Feliciano Centurión's ""Florece (Flourishes)"" and ""Estoy despierto (I am awake)"" generate a message of hope and protection for the artist and his community. Learn more about this recent acquisition to the #Collection: https://gu.gg/2OaR6zI UgzzIfUFt0",Artworks
63,Artworks-90.txt,"The blue of the cap, the green and red of the coat and the yellow of the background are all echoed in Camille's face. Can you spot them? Portrait of Camille Roulin,   (1888)pNS09FzIsr",Artworks
64,Artworks-80.txt,"Two Boston images, 130 years apart: Left, Childe Hassan’s “At Dusk (Boston Common at Twilight)”; right, at night, post snow, @emilysweeneymCmoVBO3r4",Artworks
65,Artworks-28.txt,"This 3,500-year-old object is a single-use cup made in ancient Crete. During this time, thousands of these small conical cups were made from clay – perhaps used for serving wine at feasts http://ow.ly/t0Me30q3i08 7kkkYMZIDA",Artworks
66,Artworks-37.txt,"Käthe Kollwitz’s prints often focus on the poor and dispossessed, chronicling suffering and hardship.  The dark compositions also draw on her own struggles after her youngest son was killed during the First World War http://ow.ly/dHlx30q0HIx vFs6dIwubi",Artworks
67,Artworks-51.txt,"Confessions challenges associations users have with everyday objects. Drawing inspiration from Catholic confessionals, Arik Levy designed a contemporary version for domestic settings, prompting questions about whether the home is a place of safety or incarceration. #NowOnViewIay7LXJyI2",Artworks
68,Artworks-49.txt,"This female angel is one of many American artist Abbott Handerson Thayer painted during his career. Thayer added a level of naturalism to this idealized subject, particularizing the woman’s features and giving her form a sense of mass and gravity—now on view in American Art.DiYm3unAO5",Artworks
69,Artworks-95.txt,Discover how ancient Greek sculpture inspired Rodin to set a radical new direction for modern art – our #RodinExhibition opens 26 April. Book now: http://ow.ly/aPm930hI4mQ q8V7v5cdpv,Artworks
70,Artworks-75.txt,"In #ThomasCole's ""Sunset in the Catskills"" (1841), the tiny figure in the rowboat has shipped his oars to take in the scene—much as we, as viewers, admire the painting. The unspoiled woods are set off by the grandeur of the distant mountains, as the sinking sun lights the sky.BY6iEZe2ac",Artworks
71,Artworks-98.txt,This work by Renaissance artist Titian is one of the largest early woodcut prints still in existence. It consists of 12 individually printed sheets – when assembled together they make an image over 2m wide! It dets the Biblical story of The Crossing of the Red Seag7DWgNNGcd,Artworks
72,Artworks-44.txt,A Chicago homecoming—The official Obama Portraits arrive in the former president and First Lady's hometown the summer of 2021. [via @chicagotribune]https://www.chicagotribune.com/entertainment/museums/ct-ent-obama-portraits-touring-art-institute-0124-20200123-mzll5hx2nrdwxdks3mdszykafy-story.html …,Artworks
73,Artworks-42.txt,This vase epitomizes the great achievements of the royal porcelain factory at Sèvres during the Napoleonic period. Sèvres was a chief beneficiary of Napoleon’s policy of resuscitating factories after the trauma of the French Revolution. LEARN MORE—http://bit.ly/31c1tZi jU0vSZjrbR,Artworks
74,Artworks-48.txt,"’s iconic painting ""Mao"" is enormous, truly monumental in scale. When it has to travel, the trip is anything but straightforward. Learn more about the coordinated effort and strenuous hours required to prepare and install this colossal painting.https://www.artic.edu/articles/783/the-tao-of-stretching-mao …",Artworks
75,Artworks-26.txt,'Director Hartwig Fischer: ‘Tantra has been the subject of great fascination for centuries and continues to capture people’s imaginations. We are most grateful for the support of the Bagri Foundation for making the exhibition possible.’ #TantraExhibition,Artworks
76,Artworks-72.txt,"The priceless grin on the face of #MeghanMarkle’s page boy was a favorite #RoyalWedding moment. It reminds us of another page–Wentworth Beaumont, deted here in this #Sargent painting of Charles Stewart, the Sixth Marquess of Londonderry, at the coronation of King Edward VII.HPn2vWrIkh",Artworks
77,Artworks-25.txt,"'It was very transgressive for its time and it was quite subversive.' New @britishmuseum exhibition will explore ancient belief system, Tantrahttps://www.standard.co.uk/go/london/arts/tantra-exhibition-british-museum-a4342156.html …",Artworks
78,Artworks-57.txt,Recently acquired objects ranging from emblems & everyday items to music records & contemporary art feature in our new free display – the show explores the connections between ancient imagery and the construction of modern identity in 20th-century Egypt http://ow.ly/o0UL30ka1qn UJNsuVxs9A,Artworks
79,Artworks-53.txt,"This devotee—with hands raised in prayer—represents Zenzai Doji, whose encounters with various spiritual teachers are described in early Buddhist texts. The writings relate his extensive search for enlightenment, resulting in his conversion into a bodhisattva. #NowOnViewXPhDGUhK3c",Artworks
80,Artworks-85.txt,This cityscape is one of the few drawings  made in Paris. He mostly worked in oil paint on canvas during his time there (1887).9oERtE5Vyr,Artworks
81,Artworks-78.txt,"This elegant 1907 portrait by #CeciliaBeaux dets New Englanders Charles Sumner Bird and his sister Edith. They wear riding clothes, as one of the passions of the Bird family was horses. What's something you like to do with your siblings? #HeartArtoiHnEt83bG",Artworks
82,Artworks-89.txt," was interested in the atmosphere. He had a weakness for houses like these, packed together in the poor districts of the city. Houses Seen from the Back,   (1885)iR2VFiIKCo",Artworks
83,Artworks-17.txt,See more examples of these minute masterpieces in the Mitsubishi Corporation Japanese Galleries: http://ow.ly/7zur30qd1De G5dFdYI7XI,Artworks
84,Artworks-88.txt,"Local peasants and weavers often posed for , digging, winding yarn or simply as portrait models.  had difficulty finding models during harvest, when all workers were needed to tend the land. Digger, #van (1882)Bttk69gnTA",Artworks
85,Artworks-8.txt,Color is an uncontainable force in a compact show of paintings from the nineteen-sixties at the  https://trib.al/qtSEvxy,Artworks
86,Artworks-81.txt,"This 2002 photograph by #SageSohier is from an extended series devoted to her mother, a former fashion model who had posed for Richard Avedon and Irving Penn in the 1940s. See the recent acquisition in our ""(un)expected families"" exhibition!EulLQP8i9D",Artworks
87,Artworks-56.txt,"These acquisitions are part of the #ModernEgyptProject which aims to collect objects related to modern Egyptian culture. Two collections have been created – one will be displayed at the British Museum, the other in Egypt. Find out more about the project: https://blog.britishmuseum.org/collecting-modern-egypt/ …EvwebHlSSB",Artworks
88,Artworks-100.txt,"This monumental 3.5-metre-tall print is one of the largest ever made! It was produced by German Renaissance master Albrecht Dürer, who died #onthisday in 1528 http://ow.ly/j8Jf30jcNlx Wsr2Tcdg48",Artworks
89,Artworks-21.txt,Did you know the Latin name for Odysseus is Ulysses? James Joyce’s novel of the same name was published #onthisday in 1922 – the author’s 40th birthday. This impression of Joyce was made by British artist Peter Blake http://ow.ly/n6sA30qcW7S efZaXP7kZm,Artworks
90,Artworks-9.txt,This work is on view in #MarkingTime through August 2. Plan your visit: https://www..org/exhibition/marking-time-process-in-minimal-abstraction …  © Park Seo-Bo,Artworks
91,Artworks-83.txt,"Theo purchased this painting by Lautrec for his private collection, probably on ’s recommendation who was a good friend of Lautrec.E95RPAKn4W",Artworks
92,Artworks-66.txt,"This finely carved instrument began life in around 1300 as a citole – a kind of medieval guitar – and was converted into a violin, perhaps in the 16th centuryB405Hy6SeI",Artworks
93,Artworks-36.txt,"The stunning ceramic objects in Room 95 span more than 17 centuries of Chinese art and industry.  Over 1,700 pieces are on display – you can explore the gallery on Google Street View here: http://ow.ly/Ycsf30q1CA9 PHKWFhkCM9",Artworks
94,Artworks-93.txt,"See this object, along with two other ancient objects and a modern digital artwork, in our free display that examines how the myth and reality of war has been portrayed in art: http://ow.ly/da2230hfjDH UR6F27dBof",Artworks
95,Artworks-4.txt,"Untitled (26) from ""Acts of Appearance"" (2015–), purchased with funds contributed by the Photography Council, 2019. © Gauri Gill",Artworks
96,Artworks-63.txt,"Inspired by a 15th-century Islamic text, the ingredients in this recipe were all once thought of as aphrodisiacs Find out how to make these aphrodisiac nut balls in this video:  https://www.youtube.com/watch?v=OMDR64wY16g …fh3fMMn83t",Artworks
97,Artworks-35.txt,"Animals run around the outside of this engraved silver cup, discovered in the Vale of York Hoard #onthisday in 2007. It was buried with jewellery and over 600 coins – probably deposited by a wealthy Viking following unrest in Northumbria in AD 927 http://ow.ly/rK0k30q3ke1 IQYgLoSxbE",Artworks
98,Artworks-99.txt,"Rodin’s ‘The Kiss’ and ‘The Thinker’ are now regarded as masterpieces in their own right, but neither of them started out as individual works. They were part of his elaborate composition ‘The Gates of Hell’. Find out more in our #RodinExhibition blog: http://ow.ly/d2aI30irr2l 4UU7YdK5Qs",Artworks
99,Artworks-30.txt,"Although it might look like wood, this vase is made of lacquered porcelain. The artist, Jeon Seong-keun, first trained as a wood carver and transferred his skills to ceramics – here a lacquer varnish technique (ottchil) has been applied to imitate wood http://ow.ly/62Gp30q7QD1 epnKR7GBQy",Artworks
100,Festivities-39.txt,"Proving age and beauty aren't incompatible, the venerable  turns  today. Coming soon: many, many Monets!https://apnews.com/6de673d83b53829b0a8ce1701171d3a3 …",Festivities
101,Festivities-60.txt,Happy  birthday to our dear !  Many happy returns and best wishes for the year ahead.XZym3JOVYR,Festivities
102,Festivities-107.txt,"As holiday cards of smiling, posing families flood our mailboxes, an exhibit at the  re-imagines what a family should look like: http://wbur.fm/2z53gQ7 qXyeAvP9Eg",Festivities
103,Festivities-103.txt,"#WednesdayWisdom from Professor Nobuo Tsuji, @takashipom's mentor and collaborator for our #Murakami exhibition:YDL7AcxvSH",Festivities
104,Festivities-55.txt,"Happy  anniversary to !   Renoir's ""La Promenade"" was made in 1870, the same year the Museum of Fine Arts, Boston was founded. #Z0j3AwmTJG",Festivities
105,Festivities-96.txt,"Celebrating #NationalPetDay with little William Allen and his greyhounds, painted by William Matthew Prior in 1843. The dogs were the Allens’ pets and appeared on the Cambridge-based family’s crest.GNqfNn4Iz3",Festivities
106,Festivities-24.txt,HBD . https://www.bostonmagazine.com/arts-entertainment/2020/02/04/free-day--anniversary/ …,Festivities
107,Festivities-11.txt,"I just need to pause in the midst of this chaotic day & wish  a Happy  anniversary!  TY for being my library during my @TheBACBoston days, my first date with my Little for @BigSisterBoston, & of course my sweet escape on Wednesdays after 4  #BOSart #MAartuiEA9vL2Xa – presso Museum of Fine Arts",Festivities
108,Festivities-92.txt,"Our annual #SummerParty is almost here! This year, VIP ticket holders can participate in an interactive art-making activity with teen artists from @AFHBoston, who recently toured our Art of the Americas Wing with curator Dennis Carr for a little inspiration BJnCvuhDvD",Festivities
109,Festivities-13.txt,It’s   birthday  but they’re giving us the present: https://bit.ly/2RXP1cG  To one of my “homes away from home”...here’s to  more!9cWdCVGjgb,Festivities
110,Festivities-69.txt,"Happy  anniversary to the ! We are thrilled to have this work from our permanent collection on view in their fantastic exhibition ""Hyman Bloom: Matters of Life and Death.” See it before it closes on Feb 23. #4J1kSKgrsH",Festivities
111,Festivities-102.txt,"A #ValentinesDay bouquet like no other  Take your sweetheart to see it in ""Masterpieces of Dutch and Flemish Painting"" on Wednesday, when we're free after 4 pm! #HeartArtwEhC9lzISJ",Festivities
112,Festivities-15.txt,Belated  anniversary to ! Grateful for all that you do to create community and foster the #arts in #MA7. #qGGJGH2RMp,Festivities
113,Festivities-23.txt,"Happy  anniversary to ! Thank you for your commitment and dedication to Boston’s young people and to our community!  BAM Boston has a long-standing partnership with the  that was most recently exemplified by ’s “Black Histories, Black Futures” exhibition.terLUWnK81",Festivities
114,Festivities-64.txt,"Washington Allston for the win! Happy  ! I spent a few years working there back in the late 20th century.  Still remember how amazing it was to stroll the galleries during my lunch hour and just soak it all in. Keep on keeping on!https://twitter.com/boston/status/1224663899397611521 … Today marks a big milestone—our  anniversary!  Our story began with this single work of art, donated in 1870.…",Festivities
115,Festivities-32.txt,"Happy Birthday to ! Congrats on # and cheers to many more.  . Larry Fink, ""Pat Sabatine's Eighth Birthday Party, PA"" 1977, silver gelatin print, 20 1/4"" x 19 1/2"". NEA Museum Purchase, © Larry FinklX8jQe2ONs",Festivities
116,Festivities-73.txt,"From @ShiniqueSmith's 2014 Seven Moon Junction, and his 2015 performance video piece, Gesture III: One Great Turning, to Chris Templeman's 2017 3D printed roosters in Make and Take, we're proud to be a part of your incredible contributions to #Boston and beyond! #2DlHBNUeX3",Festivities
117,Festivities-5.txt,Happy #LunarNewYear!  2020 is the Year of the Rat. Can you spot the five rats in this Chinese Qing dynasty painting? http://ow.ly/Kh5730qbdsO  #ChineseNewYearKRUXE3Lu0T,Festivities
118,Festivities-87.txt,"Today is #VEDay, commemorating the end of war in Europe in 1945. This medal shows Winston Churchill saluting a crowd with the ‘V for Victory’ sign Eob3lEaYfU",Festivities
119,Festivities-27.txt,Happy birthday to ! Cheers to # and many more wonderful years bringing beautiful art to Boston together!5hwkc4Sg6w,Festivities
120,Festivities-40.txt,"Hey , Happy Birthday from your friends at Celebrity Series #DhtEoyIVho",Festivities
121,Festivities-58.txt, archivist Maureen Melton talks to @MattReedNews of @WCVB about the Museum's -year history! Check out her tour of 15 incredible objects from the collection throughout the day on Wednesday and all year long  #jz2AK65xpl,Festivities
122,Festivities-7.txt,Congrats to our friends  on their  anniversary! We're proud to partner with the  for the inaugural Latinx Heritage Night and look forward to many more collaborations that bring together our community partners into one of Boston's iconic spaces. #XHjXCxvhP0,Festivities
123,Festivities-19.txt,"Happy  anniversary to the Museum of Fine Arts!  Our favorite pieces include John Singleton Copley's paintings, Paul Revere's Sons of Liberty Bowl, and anything featuring a Freedom Trail site!  # NPO8wFmzVk",Festivities
124,Festivities-104.txt,"Merry #Christmas! The  is closed today and will reopen tomorrow at 10 am. (: ""The Nativity,"" late 1550s, Jacopo #Tintoretto)YfaT3iLNlQ",Festivities
125,Festivities-106.txt,"Tonight marks the end of #Hanukkah! We hope you enjoy time with family as you light the final branch on the menorah   (tured: Hanukkah lamp by Roetger Herfurth, about 1760)GopWqtvJ8R",Festivities
126,Festivities-33.txt,"Happy birthday to the  year old local arts icon, !https://bit.ly/31n5QAU",Festivities
127,Festivities-41.txt,"Today, we're singing happy  birthday to our friends at . Here's to many more years!# 8gQ207CwXW",Festivities
128,Festivities-50.txt,"Happy  birthday, ! We’re incredibly proud of our history of being built on the original site of the Museum of Fine Arts. Cheers to another  years! # #bostonrW3JfSZ477",Festivities
129,Festivities-94.txt,"For #HaikuPoetryDay we're sharing a postcard by Saitō Shōshū. The poem reads, ""dedemushi ya / sono tsuno moji no / nijiri gaki,"" which translates to ""With his horns / a snail slowly scrawls / a hesitant letter.""V93Z2RkEKX",Festivities
130,Festivities-79.txt,I paint not the things I see but the feelings they arouse in me - Happy B'Day to the American painter #FranzKline http://bit.ly/1OQnPqz nnINZ23m3V,Festivities
131,Festivities-109.txt,"#MuseumCatsDay The queen of museum cats: Le Chat Noir!  Poster for the tour of Le Chat Noir, Théophile Alexandre Steinlen (1896) #ChatNoirWHV1Ais5wU",Festivities
132,Festivities-45.txt,Happy  birthday !  # SKE7t9LDs3,Festivities
