,F_NAME,F_CONTENT,CATEGORY
54,Promotions-23.txt,"Final weekend! Don't miss #ImplicitTensions, on view through tomorrow, January 5. Plan your visit:",Promotions
55,Promotions-24.txt,"To our followers in New Yorkdon't miss Implicit Tensions: Mapplethorpe Now, on view at the @Guggenheim through January 5. #ImplicitTensions Learn more:  ¦",Promotions
56,Promotions-25.txt,"#ArtistInterventions: In 2014, during the exhibition ZERO: Countdown to Tomorrow, the Guggenheim staged a one-night homage to Creamcheese, a psychedelic discotheque and artists meeting place conceived and designed by ZERO network artists in DÃ¼sseldorf from 1967",Promotions
57,Promotions-26.txt,#HappyNewYear from all of us at the Guggenheim!  Kick off your 2020 with uswe're open today from 11 am-6 pm. Plan your visit:,Promotions
58,Festivities-4.txt,"Thanks to everyone who visited during our 60th anniversary year. We're open today from 10 am-8 pm, so stop by before the ball drops! __ Artwork: Ernst Ludwig Kirchner, ""Dancers"" (1906)",Festivities
59,VIP_CIT-10.txt,Frank Lloyd Wrights architectural masterpiece was recently honored as part of a designated UNESCO World Heritage site! Your donation in any amount makes a big difference in sustaining our landmark building. Give now:,VIP_CIT
60,Festivities-5.txt,#PAFstaffpick Artistic License: Six Takes on the @Guggenheim Collection closes January 12! #PAFartists,Festivities
61,Artworks-13.txt,"""Marking Time: Process in Minimal Abstraction"" is now on view! Imagine the artists' process through paintings and works on paper by Agnes Martin, Roman OpaÅka, Park Seo-Bo, and",Artworks
62,Promotions-27.txt,"Weekend readingthese are the ten most popular artworks in the Guggenheim's Collection Online in 2019. Whatever 2020 brings us, we hope these and other Collection Online works will continue to offer comfort and joy in the new year.",Promotions
63,Artworks-14.txt,"As the decade draws to a close, we're looking back at our highest-attended exhibitions from the past 10 years. How many did you see? All photos: David Heald #",Artworks
64,Artworks-15.txt,Take a look back at 2019's top 10 #FrankLloydWrightFridays submissions. Thanks to everyone for tagging your photos and illustrations. We can't wait to see what you come up with in 2020!,Artworks
65,Promotions-28.txt,"Planning a trip to the #Guggenheim? The museum is open from 10 am-8 pm through December 31 as part of our holiday hours. See current exhibitions #ArtisticLicense, #Mapplethorpe, #MarkingTime, and #TheFullnessofColor. Plan your visit:",Promotions
66,OnThisDay-7.txt,"Happy holidays from all of us at the #Guggenheim! Celebrate with Malick SidibÃ©'s ""Nuit de NÃ¶el."" The museum is closed today, and will reopen on Thursday, December 26, 10 am-8",OnThisDay
67,Promotions-29.txt,"#ArtistInterventions: James Turrell's 2013 exhibition focused on his groundbreaking explorations of perception, light, color, and space. ""Aten Reign"" (2013) recast the museum's rotunda as a volume filled with shifting artificial and natural light. #",Promotions
68,OnThisDay-8.txt,"Happy holidays! The museum is open until 4 pm today, and closed tomorrow, Christmas Day. From December 26 through 31, we'll be open from 10 am-8 pm. For more info about our holiday hours, visit",OnThisDay
69,Promotions-30.txt,"On this day in 1979, #PeggyGuggenheim passed away. The @GuggenheimPGC is commemorating the 40th anniversary of her passing with the exhibition Peggy Guggenheim: The #LastDogaressa on view though January 27, 2020. Learn more:",Promotions
70,Artworks-16.txt,"In Untitled (1959), the entangled, swirling lines were applied directly onto the surface of the canvas from a paint tube. From the early 1950s, Mathieu began to make art before large public audiences, documenting his performative actions through photography and film.",Artworks
71,Promotions-31.txt,"Weekend readingwith the dark days of winter approaching, the Guggenheim is offering a welcome infusion of color in a new exhibition, #TheFullnessofColor. Megan Fontanella, Curator of Modern Art and Provenance, shares her thoughts on the show.",Promotions
72,Artworks-17.txt,"Add some color to the shortest day of the year!  #TheFullnessOfColor is now on view featuring vibrant paintings by Gene Davis, Kenneth Noland, Alma Thomas, and more. Plan your visit:",Artworks
73,VIP_CIT-11.txt,"Today's #FrankLloydWrightFridays drawing is by Carlo Stanga""The Guggenheim Museum  architecture is like a fantasy to meI imagine the art dancing in the magical spiral during the night!"" #",VIP_CIT
74,Festivities-6.txt,"Whilst not strictly a holiday movie, we didn't want to miss out on the fun! Get into the festive spirit with this clip of penguins surfing the Guggenheim from Mr. Popper's Penguins. #MuseumHolidayMovies Watch:",Festivities
75,Promotions-32.txt,"What are your top shows of the decade? @Artnews lists their top 25, including #ArtandChina curated by @akmunroe, @PhilipTinari, and Hou Hanru. The exhibition opened in New York in 2017, and toured to @museoguggenheim and @SFMOMA.",Promotions
76,History-3.txt,"ARTnews selects Art and China after 1989: Theater of the World among top exhibitions of the decade. Thanks to these artists and many others, we wrote a new history. Congrats to @philiptinari #houhanru xzhunowell and¦  ¦",History
77,Artworks-18.txt,"Last Friday night, Guggenheim members and guests kicked off the holiday season at #ArtAfterDark, enjoying the museum after-hours and beats by @DJmOma. Check out more photos:",Artworks
78,OnThisDay-9.txt,"Opening today are two new showsThe Fullness of Color: 1960s Painting and Marking Time: A Process in Minimal Abstraction. Discover works by Kenneth Noland, Gene Davis, Alma Thomas, Jules Olitski, Park Seo-Bo, Roman Opalka, and more.",OnThisDay
79,VIP_CIT-12.txt,"#ArtistInterventions: In 2013 the Guggenheim and @JapanSociety presented ""SANBASO, divine dance"" created by internationally renowned artist Hiroshi Sugimoto and acclaimed kyogen actor Mansai Nomura. #",VIP_CIT
80,OnThisDay-10.txt,"Online ticketing for our #PerformingArts series, @worksandprocess, starts today! Go behind the scenes with @A_R_Costanzo, @MetOpera, @OmariWiles and @EphratAsherie, and many more. Explore the season:",OnThisDay
81,Festivities-7.txt,"Happy birthday to Vasily #Kandinsky, born on this day in 1866. Here's ""AmsterdamView From The Window"" (1904), which is currently on view in #ArtisticLicense through January 12. Explore a selection of his works online:  ¦",Festivities
82,OnThisDay-11.txt,"The @roomfulofteeth @Guggenheim show tonight was stunning, transforming an NYC secular cathedral into divine space. Rarely is such abstraction so moving. During @caroshawmusic's ""Sarabande"" I felt unexpected tears welling, of joy & despair simultaneously. 2nd show on Monday! Go!",OnThisDay
83,Artworks-19.txt,"Happy #NationalCupcakeDay!  Fun fact: When the Guggenheim opened its doors in 1959, New Yorkers dubbed it the ""inverted cupcake""",Artworks
84,Artworks-20.txt,Watch Cai Guo-Qiang create new gunpowder paintings in homage to iconic abstract works in the Guggenheim collection for #,Artworks
85,Promotions-33.txt,"Help us put a bow on 2019 with @T_I_G_U_E  this weekend at the Rotunda Holiday Concert at the @Guggenheim! Well be performing a brand new @worksandprocess  commission by @caroshawmusic, along with some old favorites. Sunday and Monday! Tickets here:",Promotions
86,OnThisDay-12.txt,"#GuessTheArtist: This artist was born in Aix-en-Provence, France and participated in the first Impressionist exhibition of 1874. Comment your best guess below and well share the answer by the end of the day. Good luck! #",OnThisDay
87,Promotions-34.txt,"Solomon R. Guggenheim Museum hosts the symposium ""Teaching Modern and Contemporary Asian Art,"" Saturday, January 11, 2020, 15pm. @Guggenheim",Promotions
88,Promotions-35.txt,"#ArtistInterventions: As part of the 2013 exhibition Gutai: Splendid Playground, the Guggenheim commissioned Japanese artist Motonago Sadamasa to recreate Work (Water) (1956/2011), which was first presented at an outdoor exhibition by the Gutai group. #",Promotions
89,Artworks-21.txt,"#WorkoftheWeek: In her staged photographs of miniature-scale interiors and toy figurines, Laurie Simmons (@SimmonsLaurie) meditates on the intersections between fiction and reality, and considers prescribed forms of",Artworks
90,VIP_CIT-13.txt,"Weekend inspirationdiscover architecturally inspired gingerbread house designs, from Frank Lloyd Wright's Guggenheim Museum and Fallingwater to Zaha Hadid Architects' creation, and Philip Johnson's Glass House!",VIP_CIT
91,VIP_CIT-14.txt,"For her #ArtisticLicense presentation, Weems restricted her selections to a predominantly black-and-white palette, in a metaphoric gesture that alludes to the relatively small number of artists of color from this period in the collection.",VIP_CIT
92,Artworks-22.txt,"Today's #FrankLloydWrightFridays drawing is by Hugo CostaThe Guggenheim is one of my favorite buildings in NYC, so I draw it often. This time, I represented the museum in a different way, just painting the shadows. #",Artworks
93,Promotions-36.txt,"What was your favorite part about volunteering at the Guggenheim? My favorite part was being there during installation, when the exhibitions are taken down and put up. I liked becoming part of the installationnot that I did the work! But it was always very exciting.",Promotions
94,Promotions-37.txt,Did you attend the museum opening in 1959? I attended opening weekend. It was very crowded. There was an air of excitement. It was a new happening. Nobody had been to a museum and walked around a circle (before)!,Promotions
95,History-4.txt,"#InternationalVolunteerDay: Meet Florencelifelong New Yorker, art lover, 101 years old, 25 years as a Guggenheim",History
96,OnThisDay-13.txt,It's a #ThrowbackThursday on today's #FUVLive with @Cautiousclayton Tune in at 90.7 to hear his performance at @Guggenheim or stream online at    and catch him live at @brooklynsteel on December,OnThisDay
97,VIP_CIT-15.txt,"#WorkoftheWeek: In Zanele Muholis Ngwane I, Oslo (2018), part of the series Somnyama Ngonyama (Hail the Dark Lioness), the artist appears as a divine, monarchal figure that is part avian and part",VIP_CIT
98,VIP_CIT-16.txt,Support radical art and architecture on #GivingTuesday! Your donation in any amount makes a big difference. Give now:,VIP_CIT
99,OnThisDay-14.txt,Looking for the perfect gift?  Don't miss out on #CyberMonday savings at the #GuggenheimStore!  Enjoy 25% off gifts for the art lovers in your life through midnight tonight by entering promo code CYBER25 at checkout. Shop now:,OnThisDay
100,Promotions-38.txt,Always fascinating and inspiring  @Guggenheim. The exhibition Artistic License is a must see. @bigdavehorgen  #,Promotions
101,History-5.txt,"On #WorldAIDSDay, guest writer Blake Paskal from @Visual_AIDS reflects on Mapplethorpes legacy, and the need to recontextualize his place in art history. ¦",History
102,Promotions-39.txt,Todays visit to the @Guggenheim  their artist-curated exhibition Artistic License: Six Takes On the Guggenheim is such a cool idea!,Promotions
103,Festivities-8.txt,"Weekend watchinggo on a virtual tour of 10 Bauhaus-inspired buildings around the world, and celebrate 100 years of the German design school via @googleartsculture. #BauhausEverywhere ¦",Festivities
104,Promotions-40.txt,Enjoy storewide savings on gifts for the art lovers in your life at the #GuggenheimStore online now through midnight on December 2! Enjoy 25% off by entering promo code CYBER25 at checkout.  Shop now:,Promotions
105,OnThisDay-15.txt,Walk off your #Thanksgiving meal on our 1/4 mile rotunda ramp! We're open today from 10 am until 5:30 pm. More holiday events:,OnThisDay
106,Festivities-9.txt,"The museum is closed today, and we wish everyone a delicious #Thanksgiving feast! From the #GuggenheimCollection, enjoy Paul Klee's ""Night Feast"" (1921)",Festivities
107,VIP_CIT-17.txt,"Discover the influence of the Bauhaus, a 100-year-old German design school, on everyday lifefrom architecture, to furniture, fabrics and even the signs in the New York City subway via @googlearts. #BauhausEverywhere",VIP_CIT
108,OnThisDay-16.txt,"#ArtistInterventions: In 2011, artist Dominique Gonzalez-Foerster created T.1912, a site-specific staged audience experience in the museums rotunda, inspired by the sinking of the Titanic on April 14, 1912. #",OnThisDay
109,Promotions-41.txt,"""The @guggenheim's performing arts series will host Ivo van Hove, Anne Teresa De Keersmaeker, Anthony Roth Costanzo, and more during its upcoming season."" The @nytimes takes a first look at our Spring 2020 season, on sale next month.",Promotions
110,Festivities-10.txt,On November 18 @museoguggenheim hosted a fashion show featuring collections inspired by Frank Lloyd Wrights Guggenheim Museum building in New York in celebration of the building's 60th anniversary.,Festivities
111,VIP_CIT-18.txt,"#WorkoftheWeek: I started [tied-wire sculpture] in 1962 when a friend of ours brought a desert plant from Death Valley and said, Heres something for you to draw. I tried to draw it, but it was such a tangle that I had to construct it in wire in order to draw it.Ruth",VIP_CIT
112,OnThisDay-17.txt,"From Marina AbramoviÄ and Josef Albers to Robert Mapplethorpe and Ana Mendieta, Carrie Mae Weems, and Gilberto Zorio. Discover more than 170 works in our updated edition of Guggenheim Museum Collection: A to Z.   Now available at the #GuggenheimStore:",OnThisDay
113,Promotions-42.txt,"In 2011 for his exhibition Maurizio Cattelan: All, the artist departed from a conventional chronological retrospective by instead creating a site-specific installation strung seemingly haphazardly from the oculus of the rotunda. #",Promotions
114,Promotions-43.txt,"Tickets to #ArtAfterDark on December 13 are on sale! Celebrate the coming holidays with a performance by @DJmOma, a cash bar, and a private viewing of #ArtisticLicense and #ImplicitTensions. Buy tickets:",Promotions
115,Festivities-11.txt,That was the #IEDxGuggenheim fashion show! A special showing of @iedbarcelona @IEDMadrid & iEd_milano alumnis collections inspired by Frank Lloyd Wrights @Guggenheim Museum building in New York celebrating 60 years in 2019 #BilbaoBizkaiaDesignWeek #IED #,Festivities
116,Promotions-44.txt,"We're excited to announce the short list of artists nominated for the Hugo Boss Prize 2020: Nairy Baghramian, Kevin Beasley, Deana Lawson, Elias Sime, Cecilia VicuÃ±a, and AdriÃ¡n Villar Rojas. #",Promotions
117,Promotions-45.txt,The #Guggenheim is your perfect holiday destination. Enjoy inspiring exhibitions and events for all ages and special savings in the @guggenheim Store! Link:,Promotions
118,Artworks-23.txt,"In Mapplethorpes studio, Haring painted energetic, primitivist patterns on Joness body and adorned her with a skirt and crown composed of his trademark dancing figures. Jones fiercely meets the cameras gaze in Mapplethorpes photograph Grace Jones (1984).",Artworks
119,Artworks-24.txt,"#WorkoftheWeek: To celebrate the upcoming release of singer Grace Joness seventh studio album, Slave to the Rhythm, the artist Andy Warhol arranged a collaboration between Jones and two other artists: Robert Mapplethorpe and painter Keith",Artworks
120,Festivities-12.txt,"To mark the 60th anniversary of our Frank Lloyd Wright building, last night at the Guggenheim International Gala we celebrated four individuals with historic ties to the museum: Frank Gehry, Peter Lawson-Johnston, Mary Sharp Cronson, and Caroline Cronson:",Festivities
121,VIP_CIT-19.txt,The #GuggenheimStore's holiday gift guide is here! Start your shopping off right with our collection of art and architecture-inspired gifts perfect for everyone on your list.  Shop now:,VIP_CIT
122,Promotions-46.txt,"or the seventh year in a row, Dior is supporting the @Guggenheim International Gala, opening the festivities with a pre-party including a performance by singer-songwriter @QueensChristine. Visit   to discover more highlights from the event. #",Promotions
123,Promotions-47.txt,"The museum and store will be closed tomorrow, November 14 in preparation for the Guggenheim International Gala. The store will reopen November 15 at 9:30 am, and the museum at 10 am. All schedule changes are listed on our website.",Promotions
124,VIP_CIT-20.txt,"view of the New York skyline, a glimpse of one of the citys architectural icons, a profile looking on from above¦ It's time for the Guggenheim International Gala, a key moment on the social calendar. Stay tuned and dont miss a moment of the #GIG2019 two-night",VIP_CIT
125,Artworks-25.txt,"Though carefully planned, her movements appear blurred when recorded on film, resulting in deformed and anguished portraiture. The white lines are the result of a small beam of light reflected in the artists eyesan effect captured through long exposure.",Artworks
126,Artworks-26.txt,"#WorkoftheWeek: To create these self-portraits, Blythe Bohnen left the camera shutter open, photographing her head moving in various pivoting gestures, as described in the photographs",Artworks
127,OnThisDay-18.txt,"The museum will be closing at 5:30 pm today, November 12 in preparation for the Guggenheim International Gala Pre-Party. The museum will reopen November 13 at 10 am. All schedule changes are listed on our website.",OnThisDay
128,VIP_CIT-21.txt,The @Guggenheim is spectacular...#architecture #art #newyork #,VIP_CIT
129,Promotions-48.txt,"Do you have your #GIG2019 Pre-Party tickets? With a dynamic performance by @QueensChristine, DJ set by @Carolineplz, open bar, and after-hours access to Artistic License, this event made possible by @Dior is not to be missed! Buy tickets:",Promotions
130,Festivities-13.txt,"C is for Cookie, and CÃ©zanne! Cookie Monster looks for cookieeeees in Paul CÃ©zanne's Still Life: Flask, Glass, and Jug. Happy 50th anniversary @SesameStreet! #",Festivities
131,OnThisDay-19.txt,"Here Comes the Sun! Pia Camils joyful fabric sculpture, made with t-shirts donated by local communities & unfurled tonight with the accompaniment of Central Park East 1 Elementary School choir. Spectacular! @  presso Solomon R Guggenheim Museum",OnThisDay
132,Promotions-49.txt,"November 13join us for a night of music, movement, glamour, and pop with French singer-songwriter @QueensChristine and DJ set by @carolineplz, made possible by @Dior. Get your #GIG2019 Pre-Party tickets:",Promotions
133,Promotions-50.txt,"#ArtistInterventions: In 2011, Nicola LÃ³pez created the site-specific work Landscape X, along the museum's ramps as part of the exhibition series Intervals. #",Promotions
134,Promotions-51.txt,"Don't miss @QueensChristine at the Guggenheim! Join us November 13 for a night of music, movement, glamour, and pop with a performance by the French singer-songwriter and DJ set by @carolineplz, made possible by @Dior. Get your #GIG2019 Pre-Party tickets:",Promotions
135,Artworks-27.txt,"David Hammons stenciled this portrait of Michael Stewart along with the text The Man Nobody Killed on cardboard, for a 1986 limited-edition art publication. These elements were drawn from an editorial in the East Village Eye (Dec. 1985/Jan. 1986).",Artworks
136,History-6.txt,#WorkoftheWeek: Jean-Michel Basquiat and other artists who knew or knew of Michael Stewart were compelled to respond to his tragic death at the hands of the,History
137,Promotions-52.txt,"""Self Portrait"" (1980) is on view in ""Implicit Tensions: Mapplethorpe Now"" through January 5, 2020. Plan your visit:",Promotions
138,Artworks-28.txt,"It has often been said that Robert Mapplethorpe was his own favorite subject. The artist photographed himself consistently throughout his life, from his earliest experiments with a Polaroid camera to the formal self-portraits he created in his studio shortly before his",Artworks
139,VIP_CIT-22.txt,"Weekend reading@NYTimesTravel traces the footsteps of #HilmaAfKlint in Stockholm, revealing a life of spiritual yearning that shaped her artistic career. ¦",VIP_CIT
140,OnThisDay-20.txt,"Good luck to all those running the #NYCMarathon today! Be inspired by Paul Klee's Runner at the Goal (1921), from our collection. Plus, wear your medal when visiting the museum on Monday, November 4 and enjoy free admission!",OnThisDay
141,OnThisDay-21.txt,"Final weekend! Discover an early chapter in Jean-Michel Basquiat's art that continues to resonate today in its potent call for social justice. ""Basquiat's 'Defacement': The Untold Story"" closes on November 6. #",OnThisDay
142,VIP_CIT-23.txt,"New in our Architecture #InstagramStory seriesAshley Mendelsohn (@hellomendelsohn) Assistant Curator, Architecture and Digital Initiatives, talks about organic architecture. #Guggenheim60",VIP_CIT
143,VIP_CIT-24.txt,Guggenheim collection artist #SamsonYoung has work on view at @PerformaNYC that transforms Governors Islands Castle Williams into a contemporary interpretation of the popular Chinese folkloric myth of The Eight Immortals. #Performa19 Learn more:,VIP_CIT
144,Artworks-29.txt,"Its circular form, juxtaposed against the many angles of the building in the background, make this one of my favorite Guggenheim Museum photos.Gugg visitor Laurie #",Artworks
