FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	5	14	1	400000	mfaboston	0	afternoon	1	0	1	1	0	0	0	4	0	0	172	0	1	0	1	Don't miss your last chance to see the  "Klimt and Schiele" and "M.C. Escher: Infinite Dimensions" exhibitions today!pic.twitter.com/tYPIqBIlh9 – presso Museum of Fine Arts
0	30	85	3	400000	mfaboston	0	afternoon	1	0	0	1	0	1	0	3	2	0	268	0	1	0	1	We are open and free to the public today in honor of #MemorialDay! Bring the whole family and join us from 10 am - 5 pm to explore the galleries, make art, see live music performances and more. #MemorialDayWeekendpic.twitter.com/lI3U2IsUt4 – presso Museum of Fine Arts
0	36	110	1	400000	mfaboston	0	night	0	0	1	0	0	0	0	2	0	0	306	0	0	0	1	The woman in this Greuze painting is dressed in a déshabillé fashion that was en vogue at the time. Queen Marie Antoinette began wearing white muslin dresses that did not require structural undergarments in the 1780s and after some initial scandal, this style became very popular.pic.twitter.com/chlwpepkzN
0	16	31	0	400000	mfaboston	0	evening	1	0	0	0	0	1	1	2	1	0	232	0	1	0	1	Don't forget, admission is free all day tomorrow during our #MemorialDay Open House! That means fun for the whole family, from art-making activities to performances and gallery tours: http://bit.ly/2GITlDP pic.twitter.com/FsrCjm0hTX
0	8	36	0	400000	mfaboston	0	afternoon	0	0	1	1	1	1	0	2	2	0	306	0	1	0	1	This Tall Case Clock (1800) is the first example of artist Nathan Lumbard's work to enter the MFA's collection. A cabinetmaker working in #Massachusetts, Lumbard reveals his great skill through the unique inlay and whimsical motifs on this icon of rural #NewEngland craftsmanship.pic.twitter.com/8dRVHL80LG
0	13	42	1	400000	mfaboston	0	night	0	0	0	0	0	1	0	2	2	0	191	0	1	0	1	The "Womb Chair" is #EeroSaarinen's best-known furniture design—his response to a challenge to make a comfortable, modern chair in which one could curl up. #HeartArtpic.twitter.com/mk9KbhqA1Z
0	35	76	1	400000	mfaboston	0	afternoon	0	0	1	1	1	1	0	2	3	0	297	0	1	0	1	Depression-era photographs by #DorotheaLange, born #onthisday in 1895, show not only despair, but also a sense of pride with which her subjects endured their circumstances. See Lange's "Migrant Family, Texas" (1936) in our #photography exhibition "(un)expected families."pic.twitter.com/qPs7zzSuqr
0	2	10	0	400000	mfaboston	0	night	1	0	0	1	1	1	1	2	0	1	246	0	0	0	1	.@Ranky_Tanky mixes low country traditions with large doses of jazz, gospel, funk and R&B to bring the soulful songs of the Gullah culture to life. See them in our Calderwood Courtyard on August 1! http://bit.ly/2s60SqM pic.twitter.com/VFOvURN6AK
0	14	23	0	400000	mfaboston	0	night	1	0	0	1	0	1	0	2	2	1	294	0	1	0	1	#MemorialDay weekend is finally here! Join us on Monday for #FreeAdmission all day long during our Memorial Day Open House with art making, gallery exploration, and a special screening of @CSFilmOrg's "New Immigrant and Refugee Visions" in Remis Auditorium at 2:30 pm.pic.twitter.com/aYnLScwoVd
0	11	35	0	400000	mfaboston	0	evening	1	0	0	0	1	1	0	3	2	0	206	0	1	0	1	Fine wine pairs well with... fine art! We're celebrating #NationalWineDay (and the end of the week) at Taste Café and Wine Bar in our Linde Family Wing for Contemporary Art   #TGIFpic.twitter.com/UIBUgrlslI
0	17	37	1	400000	mfaboston	0	afternoon	0	0	0	0	1	1	0	3	3	1	278	0	1	0	1	“A picture lives by companionship, expanding and quickening in the eyes of the sensitive observer." — #ArtQuote from #MarkRothko. Experience 11 masterpieces by the American painter, on loan to the MFA from @ngadc. (: muise.matthew on Instagram) #Rothkopic.twitter.com/rl26DTzPtJ
0	13	63	0	400000	mfaboston	0	night	1	0	1	0	0	1	0	2	2	0	156	0	1	0	1	This week's fan favorite goes to oddniner on Instagram for this shot with our #Picasso painting! Enter next week using #mfaBoston.pic.twitter.com/urNMHqBecT
0	10	64	0	400000	mfaboston	0	evening	1	0	0	0	1	0	0	2	0	0	112	0	0	0	1	As the campus turns from pink to green, we know summer has finally arrived at the MFA!pic.twitter.com/t0g0YhPoxO
0	19	39	0	400000	mfaboston	0	afternoon	1	1	1	1	0	1	0	2	3	1	306	0	1	0	1	Still need #MemorialDay weekend plans? Don't miss 60 rare drawings by Gustav Klimt and #EgonSchiele before they travel back to @AlbertinaMuseum in Vienna! Our exhibition "Klimt and #Schiele: Drawn" is on view through May 28, when admission is free for our Memorial Day Open House.pic.twitter.com/4ZIpdFHt9G
0	44	109	0	400000	mfaboston	0	night	0	0	0	0	1	1	1	2	3	1	233	0	1	0	1	We’re proud to collaborate with @googlearts and 30 cultural institutions around the world on #FacesOfFrida, a digital retrospective of #FridaKahlo’s life, art and legacy: http://bit.ly/2kkZP2I  #CarasDeFridapic.twitter.com/bMkaEFZw2F
0	13	38	3	400000	mfaboston	0	night	0	1	0	0	1	0	0	3	0	0	150	0	0	0	1	These flowers are blooming at the MFA, but do you know where? This contemplative space is a home to more than 70 species of pic.twitter.com/yDuop0dJBM
0	13	26	1	400000	mfaboston	0	night	1	0	0	1	0	0	1	2	1	0	174	0	1	0	1	This weekend is your last chance to see the mesmerizing exhibition "M. C. #Escher: Infinite Dimensions," which closes May 28! http://bit.ly/2k9lkDO pic.twitter.com/W2gXpSho6p
0	3	16	0	400000	mfaboston	0	evening	0	0	0	0	1	1	0	2	2	0	304	0	1	0	1	#MartinPuryear, born #onthisday in 1941, created "Confessional" using tar, wire, and wood, constructing a sculpture that might also be seen as architectural. Its title suggests a secret or sacred space where sins of the mind, body, and soul are laid bare & absolution is sought.pic.twitter.com/3xhZ0q9OAt
0	21	58	1	400000	mfaboston	0	afternoon	1	1	0	1	1	1	0	4	1	1	213	0	1	0	1	Happy #WorldTurtleDay! This ancient Greek coin from Aegina (about 535–525 B.C.) depicts a sea turtle with a shell in the form of a shield. Hey @NEAQ—think it could be Myrtle’s ancestor?  pic.twitter.com/fKTbjQ85AB
0	0	8	0	400000	mfaboston	0	afternoon	1	0	0	0	0	1	0	2	1	0	33	0	0	0	0	Answer: shawabtys! #TriviaTuesday
0	12	42	1	400000	mfaboston	0	afternoon	1	0	0	0	0	1	0	2	2	0	215	0	1	0	1	Charging into the end of the week like #GeorgeWashington in #ThomasSully's "The Passage of the Delaware." (1819). Stop by to visit tonight—admission is free every Wednesday from 4 to 10 pm!pic.twitter.com/yLnfEmjapb
0	13	63	15	400000	mfaboston	0	night	0	1	0	1	0	1	0	3	1	0	209	0	0	0	1	#TriviaTuesday: In ancient Egypt, small figurines such as this one were placed in the tomb to perform tasks in the afterlife on behalf of the deceased. What were these objects called?pic.twitter.com/p8OJsTIoFX
0	12	42	1	400000	mfaboston	0	evening	1	0	0	0	1	1	0	2	2	3	306	0	1	0	1	We’re proud to gift this mural to the City of Boston & @marty_walsh! It was designed by @AFHBoston & completed by visitors at our 2018 #MLKDay Open House, hosted in partnership with @CitizensBank. We can’t wait for our next #MLK celebration on Jan. 21, 2019—hope to see you there!pic.twitter.com/26VUIqpgGK
0	9	38	3	400000	mfaboston	0	evening	0	0	1	1	1	1	0	3	3	0	304	0	1	0	1	The priceless grin on the face of #MeghanMarkle’s page boy was a favorite #RoyalWedding moment. It reminds us of another page–Wentworth Beaumont, depicted here in this #Sargent painting of Charles Stewart, the Sixth Marquess of Londonderry, at the coronation of King Edward VII.pic.twitter.com/HPn2vWrIkh
0	55	118	1	400000	mfaboston	0	afternoon	0	0	0	0	0	1	0	4	1	0	127	0	1	0	1	Remembering artist #RobertIndiana with a proof for a poster of his iconic rending of "Love" (1966).  pic.twitter.com/UjgFYbbRR2
0	39	102	1	400000	mfaboston	0	afternoon	1	0	0	1	0	1	0	2	1	0	289	0	1	0	1	Happy birthday to #MaryCassatt! In "Interior with a French Screen" (about 1879, on view in our Art of the Americas Wing), Cassatt just barely captures the details of this comfortable domestic scene—the very informality enhances its suggestion of a casual subject.pic.twitter.com/D7bNd2vZTA
0	4	13	0	400000	mfaboston	0	night	1	0	1	0	1	1	0	3	1	1	287	0	1	0	1	Our annual #mfaSummerParty is almost here! This year, VIP ticket holders can participate in an interactive art-making activity with teen artists from @AFHBoston, who recently toured our Art of the Americas Wing with curator Dennis Carr for a little inspiration pic.twitter.com/BJnCvuhDvD
0	30	91	1	400000	mfaboston	0	afternoon	0	0	0	0	1	1	0	3	4	0	240	0	1	0	1	From #AudreyHepburn’s “Breakfast at Tiffany’s” costume to #MeghanMarkle’s #RoyalWedding gown, #Givenchy’s designs are iconic. Both dresses feature a bateau neckline and show off the classic simplicity of the house.pic.twitter.com/gGWStryiPm
0	16	57	0	400000	mfaboston	0	afternoon	0	0	1	1	0	1	0	3	1	0	295	0	1	0	1	#AlbertBierstadt made this field sketch during his first trip to Nebraska Territory, depicting Lakota [Western Sioux] men posing peacefully with their weapons and regalia. (: "Indians near Fort Laramie," about 1859, on view in "Collecting Stories: Native American Art")pic.twitter.com/H5TEDl9OwM
0	12	30	0	400000	mfaboston	0	night	1	0	1	1	0	1	0	3	2	1	304	0	1	0	1	Don't miss your last chance to see "#Klimt and Schiele: Drawn," closing May 28! The exhibition marks the centenary of the deaths of the two Austrian artists with 60 rarely seen drawings on loan from @AlbertinaMuseum in Vienna. (: "Seated Woman in a Pleated Dress," #GustavKlimt)pic.twitter.com/AQNSGOhZ7z
0	2	33	0	400000	mfaboston	0	night	1	0	0	1	1	0	0	4	0	1	131	0	1	0	1	Congrats to everyone graduating from @SMFAatTufts today! We're honored to host your ceremony at the MFA  pic.twitter.com/yQ8FUeJdY9
0	29	90	0	400000	mfaboston	0	afternoon	0	0	1	1	0	1	0	2	0	0	285	0	1	0	1	"Translated Vase" (2011) by Yee Sookyung, on view in our Arts of Korea Gallery, was made with fragments of broken works that were rejected by the potters who made them. The work is therefore “green” in both its color & its kindness to the natural environment.pic.twitter.com/ktY3FCRTMZ
0	3	21	0	400000	mfaboston	0	evening	0	0	1	1	1	0	0	2	0	0	263	0	1	0	1	Collector. Businessman. Historian. Author. Philanthropist. Fred Sharf (1934–2017) was a Renaissance man and exceptional friend, adviser and donor to the MFA. Now on view, a new installation honors his extraordinary generosity and vision.pic.twitter.com/KjltFR9K9I
0	9	28	0	400000	mfaboston	0	evening	0	0	0	1	0	1	0	2	1	0	301	0	1	0	1	In 1945 #GeorgiaOKeeffe purchased and began to restore a ruined Spanish Colonial residential compound in the small hilltop town of Abiquiu, New Mexico. Its spaces and vistas inspired many of her paintings, including "Patio with Black Door" (1955), on view in "Making Modern."pic.twitter.com/Fdk9XiX8Xk
0	2	11	0	400000	mfaboston	0	afternoon	1	0	0	1	1	0	0	4	1	1	108	0	1	0	1	Congrats to everyone graduating from @BHCCBoston this morning!   #BHCCCommencementpic.twitter.com/OzjsFtQ8oa
0	4	41	0	400000	mfaboston	0	afternoon	0	1	1	0	1	1	0	4	4	0	250	0	1	0	1	We know #MeghanMarkle will sparkle during the #RoyalWedding, but will she wear a tiara? Either way, we wanted to share this stunner by designer #AndrewPrince, which was worn on #DowntonAbbey when Rose was presented at court pic.twitter.com/krRhvfd80z
0	3	17	0	400000	mfaboston	0	night	0	0	0	0	1	1	1	2	0	1	232	0	0	0	1	One-man band @suitcasejunket brings original rock anthems, mountain ballads, blues manifestos, and dance-hall festivity to the MFA on July 25 as part of our Concerts in the Courtyard: http://bit.ly/2rPP0sY pic.twitter.com/BlL3LNOgbB
0	4	14	0	400000	mfaboston	0	night	0	0	0	0	0	0	0	3	1	0	107	0	0	0	1	"Feast" your eyes on this special exhibition on view until October 14. #mfabostonpic.twitter.com/KNPLdG3lqp
0	1	21	1	400000	mfaboston	0	night	1	0	0	0	1	0	0	4	0	0	61	0	0	0	0	Caution: don't visit while hungry! pic.twitter.com/FZQIiXyhlm
0	3	9	1	400000	mfaboston	0	night	0	0	0	1	0	0	0	5	0	1	170	0	1	0	1	Young artists sculpted a  miniature version of a recent meal. Here's a yummy-sounding (and looking) breakfast from an artist at @UnitedSouthEnd pic.twitter.com/xvls4AHp8o
0	0	7	1	400000	mfaboston	0	night	1	0	0	0	0	0	0	6	0	0	40	0	1	0	0	That's a big !pic.twitter.com/tDdWddBwrP
0	5	14	1	400000	mfaboston	0	night	1	0	0	0	1	0	0	4	0	0	197	0	1	0	1	Over the course of seventeen months, young artists from the MFA's Community Arts Initiative partners created miniature, food-inspired works of art, like baked beans. Yum! pic.twitter.com/T5jaVhd9In
0	2	6	1	400000	mfaboston	0	night	1	0	0	0	0	1	0	2	1	0	48	0	0	0	0	Full house! #mfaBostonpic.twitter.com/PbKbEO2zgj
0	0	4	1	400000	mfaboston	0	night	0	0	0	0	0	0	0	2	0	0	65	0	0	0	0	Lining up for a special presentation...pic.twitter.com/l9fW777kkT
0	7	37	1	400000	mfaboston	0	night	1	0	0	0	1	1	0	7	0	0	137	0	0	0	1	Here we are at the opening reception of "Endless Feast," the 13th annual Community Arts Initiative exhibition! pic.twitter.com/BROm9Xm5FJ
0	12	30	1	400000	mfaboston	0	evening	0	1	1	0	0	1	0	2	1	0	302	0	1	0	1	Anthony #VanDyck's "Self Portrait as Icarus with Daedalus" shows a moment before mythological Icarus flew too close to the sun, had his wax feathers melt, and plunged to death. He gave the figure of Icarus his own features. Was the young artist acknowledging his own ambition?pic.twitter.com/FfIcNrAdRe
0	12	21	0	400000	mfaboston	0	evening	0	1	1	0	0	1	1	2	2	0	237	0	1	0	1	Are you curious about what inspires artist Takashi #Murakami? Our new book explores his pop culture-infused art alongside historical Japanese masterpieces from our collection: http://bit.ly/2KyC8z4  #FridayReadspic.twitter.com/CJLM300uPc
0	39	127	6	400000	mfaboston	0	afternoon	1	1	0	0	0	1	0	4	1	0	97	0	1	0	0	Happy #ArtMuseumDay!  What do you love about your favorite art museum? pic.twitter.com/1J9jHagNoU
0	7	45	1	400000	mfaboston	0	night	1	0	0	1	1	0	0	2	1	0	211	0	1	0	1	This week's fan favorite goes to heidialamanda for this fun shot of the dolls' house on view in our Art of the Netherlands in the 17th Century Gallery! Enter next week using #mfaBoston.pic.twitter.com/sKs0n0qF4l
0	6	31	0	400000	mfaboston	0	evening	1	0	1	0	0	1	0	5	1	1	279	0	1	0	1	Tune into a special #RoyalWedding-themed Facebook Live at 4:30 pm with fashion curator Michelle Finamore! She’s bringing some of our favorite hats and fascinators out from storage, so you can be in-the-know before @KensingtonRoyal’s big day on Saturday pic.twitter.com/UXEjSobhpV
0	23	71	1	400000	mfaboston	0	afternoon	0	0	0	0	0	0	0	1	0	0	301	0	1	0	1	19th-century audiences flocked to darkened rooms where eerie music and mysterious sounds accompanied apparitions of brooding demons and hovering spirits. This new kind of entertainment was called "phantasmagoria," and you can experience its thrills in our current exhibition.pic.twitter.com/z4l33em7E7
0	29	96	1	400000	mfaboston	0	night	0	0	1	0	1	1	0	3	1	0	289	0	1	0	1	To mark #Ramadan, this is a page from the famed “Blue Qur’an.” Made with parchment dyed with indigo and calligraphy in gold, the Blue Qur’an is unusual and precious. Some say the blue and gold color scheme symbolizes the light of God shining through the darkness.pic.twitter.com/OeMC4boHNZ
0	8	20	1	400000	mfaboston	0	evening	1	1	0	0	0	1	0	4	2	1	235	0	1	0	1	Happy #DrawingDay!  #DidYouKnow that we offer a free, drop-in Drawing in the Galleries program every Wednesday evening? Join us to sketch from live clothed models or objects in the galleries! : @kstephanstudiopic.twitter.com/Ft4fj06sK8
0	2	12	0	400000	mfaboston	0	afternoon	1	0	0	0	0	1	0	2	0	0	25	0	0	0	0	Answer: Porcupine quills!
0	20	81	2	400000	mfaboston	0	afternoon	0	1	1	1	1	1	0	3	5	1	261	1	1	0	1	For #DrawingDay, we're taking a closer look at works by #GustavKlimt and #EgonSchiele, on loan from @albertinamuseum. #Klimt’s are often delicate, while #Schiele’s are frequently bold. What other differences or similarities do you see?pic.twitter.com/xRX5eJG1aV
0	27	77	1	400000	mfaboston	0	evening	0	1	0	0	0	1	0	3	0	0	137	0	1	0	1	Hustling out of work before the weather hits? We know that feeling... (: “Running Before the Storm, about 1870)pic.twitter.com/YBWyJseWO6
0	9	27	1	400000	mfaboston	0	evening	0	0	1	0	1	0	0	2	1	0	128	0	0	0	1	Remembering journalist and novelist Tom Wolfe (1931–2018) with this #YousufKarsh photograph from 1990.pic.twitter.com/USIUY359c9
0	16	37	0	400000	mfaboston	0	evening	0	0	1	0	1	0	0	2	3	0	258	0	1	0	1	#RichardAvedon, born #onthisday in 1923, made innovative images of lively and glamorous models that revolutionized fashion photography. This image of supermodel Suzy Parker in a #Dior evening gown was reputedly one of his favorites.pic.twitter.com/PK10CmuPk4
0	6	19	1	400000	mfaboston	0	afternoon	1	0	0	0	1	1	0	3	0	7	261	1	1	0	1	Beautiful photo by @jrinaldi5 in today's @BostonGlobe, capturing a moment from yesterday's @USCIS naturalization ceremony at the MFA. Thanks to our partners @MIRACoalition @BOSImmigrants @ProjCitizenship and @BPLBoston for joining us! pic.twitter.com/4bTXMK5ohN
0	15	52	0	400000	ProjCitizenship	1	afternoon	0	0	1	1	1	1	0	5	1	1	334	0	1	0	1	Yesterday's naturalization ceremony at the @mfaboston was a beautiful tribute to and reminder of the strength and beauty immigrants bring to our great nation. Congratulations to all #newUScitizens sworn in yesterday, and thanks to the MFA for hosting such an inspirational event.pic.twitter.com/VA76pyYi4S – presso Museum of Fine Arts
0	5	14	0	400000	mfaboston	0	afternoon	1	0	1	1	0	1	1	4	2	4	358	1	1	0	1	Congratulations #LornaSimpson! It was an honor to host  you and @SMFAatTufts last night.https://twitter.com/paulha365/status/996225357660479488 … The one and only #LornaSimpson looking at her newly installed piece by @lizmunsell @mfaboston. Behind the scenes after @SMFAatTufts gala where Lorna received this year's medal of honor. pic.twitter.com/453BFNjnjX
0	16	54	11	400000	mfaboston	0	afternoon	0	1	1	0	0	1	0	3	1	0	276	0	0	0	1	#TriviaTuesday: These moccasins were made by a skilled Huron-Wendat woman who would have been trained within a community of women artists to make dyes from local plants, weave and embroider. Do you know which material the colored beads are made from?pic.twitter.com/E6bEKXE02r
0	14	54	2	400000	wbz	1	night	0	0	0	1	1	0	1	2	0	1	192	0	1	0	1	Museum Of Fine Arts Hosts Ceremony For 187 New US Citizens @PaulaEbbenWBZ  http://boston.cbslocal.com/2018/05/14/naturalization-ceremony-museum-of-fine-arts-boston/ …pic.twitter.com/TWLa4Q17X7
0	5	20	1	400000	kristinlafratta	1	night	0	0	1	1	0	1	1	6	0	2	288	0	1	0	1	"For rather than accept a mere birthright, you have made the decision that this is the country you want to call your home," Judge Marianne B. Bowler told new U.S. citizens at @mfaboston's naturalization ceremony today. More: https://bit.ly/2KYfFfU  @masslivenewspic.twitter.com/I0n6CwcjD7
0	7	39	0	400000	jrinaldi5	1	evening	0	0	1	1	0	0	0	2	0	0	211	0	1	0	1	Lemina Cisse who is originally from Mauritania waved a flag as she posed for a photo after becoming a US citizen at the first United States naturalization ceremony ever held at the MFA.pic.twitter.com/5lPV9mje5B
0	22	80	0	400000	mfaboston	0	evening	1	0	0	1	0	0	0	3	0	1	163	0	1	0	1	A beautiful moment from today’s @USCIS naturalization ceremony at the Museum  Congratulations to 187 new U.S. citizens from 57 countries!pic.twitter.com/KsQekI81nW
0	10	29	0	400000	BOSImmigrants	1	afternoon	0	1	0	1	0	1	1	3	0	1	261	0	1	0	1	A beautiful naturalization ceremony is in progress @mfaboston. Did you know that new US citizens living in Mass. can receive a free one-year family membership to the Museum of Fine Arts, Boston? https://www.mfa.org/visit/mfa-citizens …pic.twitter.com/DdcMccGH4t
0	5	39	0	400000	mfaboston	0	evening	1	0	0	0	0	0	0	2	0	0	129	0	1	0	1	Congratulations to all the new citizens! We’re honored to be part of this special moment in your lives.pic.twitter.com/vjgEMxO4gs
0	3	30	2	400000	mfaboston	0	evening	1	0	0	0	0	1	0	3	0	0	125	0	0	0	1	The Pledge of Allegiance was led by six-year-old Annabel MacManus. Her dad became a citizen today! pic.twitter.com/xk07LeBHYM
0	3	13	1	400000	mfaboston	0	evening	0	0	0	1	1	0	0	2	0	2	122	0	0	0	1	A moving performance by local poet and @EndicottCollege adjunct professor @UMeleni Mhlaba-Adebo.pic.twitter.com/AxZgp3Rche
0	1	11	1	400000	mfaboston	0	evening	0	0	1	1	0	0	0	3	0	0	225	0	1	0	1	“My wish is that you always feel the Museum of Fine Arts, Boston is your home. That you feel welcome here, you feel invited here, you feel engaged.” — Matthew Teitelbaum, Ann and Graham Gund Directorpic.twitter.com/6G4rqZP0Fe
0	1	16	1	400000	mfaboston	0	evening	0	0	1	1	0	0	0	4	0	0	135	0	1	0	1	“As of today, you are all one.” Judge Marianne B. Bowler was the first to congratulate the new U.S. citizens pic.twitter.com/RmxcyMZdE8
0	1	18	2	400000	mfaboston	0	evening	0	0	0	0	0	1	0	4	0	0	90	0	0	0	0	Citizenship candidates were sworn in with an Oath of Allegiance pic.twitter.com/EVh0bwpLeV
0	2	12	2	400000	mfaboston	0	evening	0	0	0	0	1	1	0	2	0	1	123	0	1	0	1	Beautiful rendition of the National Anthem by @BerkleeCollege’s a cappella group Upper Structure.pic.twitter.com/4TPSChCwpZ
0	26	132	5	400000	mfaboston	0	evening	0	0	0	1	0	0	0	6	0	1	139	0	0	0	1	This morning we hosted our first-ever @USCIS naturalization ceremony for 187 new U.S. citizens from 57 countries pic.twitter.com/e3EhpUhsei
0	7	45	0	400000	mfaboston	0	night	0	0	1	1	1	1	0	2	2	0	301	0	1	0	1	This 1946 double portrait by #MaxBeckmann shows two of his closest friends: Hanns Swarzenski, a scholar of medieval art (and former MFA curator) and Curt Valentin, the New York art dealer who did much to promote his reputation in the U.S. See it in "Making Modern." #HeartArtpic.twitter.com/0UcgbQFOzm
0	13	45	0	400000	mfaboston	0	evening	1	0	0	0	0	1	0	2	2	0	284	0	1	0	1	Happy #MothersDay! After the birth of his only child in 1870, #EastmanJohnson was inspired to paint a series of tender pictures of mothers nurturing their children, including "The Little Convalescent” (about 1873-79, on view in our Art of the Americas Wing).pic.twitter.com/2Gxh8rNV4y
0	3	15	0	400000	mfaboston	0	afternoon	1	0	0	0	1	1	0	4	0	1	116	0	1	0	1	Sending hopes for bright futures to all the Lions graduating from @emersoncollege today!  pic.twitter.com/jqTiYFh69m
