FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	15	50	0	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	2	0	0	302	0	1	0	1	Exhibited in New York City, "The Earth Is a Man" (1942) by artist Roberto Matta, with its abstract and visionary qualities, enthralled and influenced a new generation of American artists, who would come to be known as the Abstract Expressionists: http://bit.ly/2GVQASc  [©ARS]pic.twitter.com/XmhcrCa0Mt
0	13	22	1	360000	artinstitutechi	0	afternoon	0	0	0	1	1	1	1	2	0	0	297	0	1	0	1	NOW OPEN—"Vaginal Davis: The White to be Angry" Vaginal Davis is a key figure in the history of queer music, performance, and video art. Her touchstone work—"The White to be Angry"—creates an image of America that remains unnervingly topical today: http://bit.ly/2ugc35w pic.twitter.com/ydkRrpZBP8
0	7	25	0	360000	artinstitutechi	0	night	0	0	0	1	0	0	1	1	0	0	246	0	1	0	1	Find a world of art at your fingertips through the museum's website. Learn more about the robust set of tools available and dive into the museum's entire collection.https://www.artic.edu/articles/773/inspirationtheres-a-filter-for-that-and-more …
0	6	23	0	360000	artinstitutechi	0	evening	0	0	0	1	1	0	1	2	0	0	256	0	1	0	1	FEBRUARY 13—The Bauhaus Revisited: A Round Table Join us for a lively conversation with curators about two shows at the Art Institute that celebrate the Bauhaus centenary—free with museum admission. REGISTER—http://bit.ly/2UmzKnt pic.twitter.com/PfoiKpTnSk
0	21	69	0	360000	artinstitutechi	0	evening	0	0	1	0	1	1	0	2	0	0	300	0	1	0	1	A self-taught artist, Leslie Garland Bolling carved his sensitive sculptures using only a jackknife. He eventually won the recognition of the art world for a series of working-class subjects based on the days of the week. See "Sister Tuesday" (1934) on view in American Art.pic.twitter.com/cBgFQRbKqI
0	35	183	1	360000	artinstitutechi	0	afternoon	0	0	1	1	0	1	0	2	0	0	302	0	0	0	1	The Graf Zeppelin was the world’s largest airship when it embarked on the first-ever flight around the world in 1929. The zeppelin arrived in Chicago in August of that year as part of a global media blitz. This striking image marks that historic flight over the Art Institute.pic.twitter.com/ltSOau0X6P
0	4	15	0	360000	artinstitutechi	0	evening	0	0	1	1	0	1	1	2	0	0	296	0	0	0	1	This vase epitomizes the great achievements of the royal porcelain factory at Sèvres during the Napoleonic period. Sèvres was a chief beneficiary of Napoleon’s policy of resuscitating factories after the trauma of the French Revolution. LEARN MORE—http://bit.ly/31c1tZi pic.twitter.com/jU0vSZjrbR
0	2	6	0	360000	artinstitutechi	0	evening	1	0	0	1	1	1	1	4	0	0	270	0	1	0	1	FEBRUARY 8—Lunar New Year Celebration Celebrate the Lunar New Year with art-making activities, games, performances, an artist demonstration, and gallery talks in English or Mandarin. Free with museum admission! LEARN MORE—http://bit.ly/31f1KKQ pic.twitter.com/Q36A9XYJ11
0	14	64	0	360000	artinstitutechi	0	night	0	0	1	1	0	1	1	5	0	0	300	0	0	0	1	NOW OPEN—"Pure Drawing: Seven Centuries of Art from the Gray Collection" Explore 700 years of Western art through a remarkable collection of drawings amassed over the course of nearly 50 years by art dealer Richard Gray and art historian Mary L. Gray: http://bit.ly/2uF7oKn pic.twitter.com/lvP2BBbExC
0	16	73	1	360000	artinstitutechi	0	evening	0	0	1	0	0	1	0	2	1	0	302	0	1	0	1	In "Portrait of a Woman," the French academic artist Jean Léon Gérôme masterfully captures the textures of satin, velvet, fur, and lace on the luxurious garments of the sitter, thought to be Rosine Faivre, the wife of Gérôme’s lifelong friend, Etienne Marie Faivre. #NowOnViewpic.twitter.com/579ktNMDo2
0	39	89	1	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	2	0	0	234	0	1	0	1	FREE WINTER WEEKDAYS—The Art Institute offers a warm welcome to Illinois residents with free museum admission, Monday through Friday—now through March 4.  Here's what to see in an hour: http://bit.ly/2shq0vq pic.twitter.com/udp5ctQOdc
0	30	107	1	360000	artinstitutechi	0	afternoon	0	0	1	1	0	1	0	2	2	0	299	0	1	0	1	Born #OnThisDay—In the late 1940s Jackson Pollock developed a revolutionary form of Abstract Expressionism. With no apparent beginning or end, top or bottom, his paintings imply an extension of his art beyond the edges of the canvas, engulfing the viewer. #NowOnView [©ARS]pic.twitter.com/w5e8a7NuKj
0	22	74	1	360000	artinstitutechi	0	evening	0	0	1	0	1	1	0	2	1	0	302	0	1	0	1	John Henry Twachtman loved winter for its potential to encourage reflection and regeneration. He was also a strong proponent of the belief that art can ease the hectic lives of urban dwellers. Find winter solace in works like Twachtman's "Icebound"—#NowOnView in American Art.pic.twitter.com/w8evGGtIZ5
0	2	14	0	360000	artinstitutechi	0	evening	0	0	1	0	1	1	1	2	0	0	251	0	1	0	1	WEDNESDAY—Gallery Tour in American Sign Language  Join us for an interactive tour of works in the collection presented in American Sign Language only, without voice interpretation.  Free to IL residents—http://bit.ly/2RXgzhf pic.twitter.com/29QV57fzuT
0	19	88	0	360000	artinstitutechi	0	evening	0	0	1	0	0	1	1	5	0	0	301	0	0	0	1	Although most closely associated with oil painting, the Impressionists also embraced pastels for their immediacy, boldness, and radiance. See works by Mary Cassatt, Edgar Degas, Eva Gonzalès, and Berthe Morisot in "The Impressionist Pastel." LEARN MORE—http://bit.ly/2vmnysc pic.twitter.com/8eFBXDbtzA
0	3	9	2	360000	artinstitutechi	0	evening	0	0	1	0	1	0	0	2	0	0	109	0	1	0	1	UPDATE: Please note there is now a wait time for Warhol of 2 hours for nonmembers and 30 minutes for members.
0	10	87	2	360000	artinstitutechi	0	afternoon	0	0	1	1	0	0	0	3	0	0	305	0	1	0	1	We’re experiencing extremely high levels of attendance during the final days of our Andy Warhol exhibition. Arrive early if possible. Expect wait times of up to 2 hours. Note that tickets will not be sold after 2:00 to ensure every visitor has enough time to see the show in fullpic.twitter.com/18VPNu2utI
0	1	16	2	360000	artinstitutechi	0	evening	0	0	1	0	1	0	0	2	0	0	225	0	1	0	1	UPDATE: We are now at capacity. Due to current wait times, we will not be selling tickets for remainder of the day. Note that tickets are still available for Warhol tomorrow online. We recommend arriving as early as possible.
0	1	28	3	360000	artinstitutechi	0	evening	0	0	1	0	1	0	0	2	0	0	68	0	1	0	0	UPDATE: Please note that the wait time for Warhol is now at 2 hours.
0	16	84	6	360000	artinstitutechi	0	afternoon	0	0	1	0	0	0	0	3	0	0	305	0	1	0	1	We’re experiencing extremely high levels of attendance during the final days of our Andy Warhol exhibition. Arrive early if possible. Expect wait times of up to 2 hours. Note that tickets will not be sold after 3:00 to ensure every visitor has enough time to see the show in fullpic.twitter.com/rxiSEbeJiP
0	6	65	2	360000	artinstitutechi	0	night	0	0	1	0	0	1	0	2	0	0	239	0	0	0	1	* VISITING THE WARHOL EXHIBITION * We’re experiencing extremely high levels of attendance during the final days of our Andy Warhol exhibition. Arrive early if possible. Expect possible wait times of up to 2 hours.pic.twitter.com/aXsInRfvTY
0	10	47	3	360000	artinstitutechi	0	evening	0	0	0	1	1	0	1	4	0	0	155	0	1	0	1	See dazzling displays of skillfully forged arms and armor on view in Medieval and Renaissance Art. EXPLORE—http://bit.ly/2vdsn74 pic.twitter.com/QOciGgYO5X
0	5	19	0	360000	artinstitutechi	0	evening	1	0	0	1	1	0	1	1	0	0	316	0	1	0	1	The Block Party—a daylong celebration at the Art Institute—features an open call for ideas and contributions and allows anyone to share their work with the city. Hear from the remarkable talent from Block Party 2019 and submit your own proposal!https://www.artic.edu/articles/797/join-block-party-2020-room-to-move …
0	11	63	1	360000	artinstitutechi	0	night	0	0	1	1	0	1	0	4	1	0	292	0	1	0	1	Édouard Vuillard explored the decorative potential of painting, using a harmonious palette and graceful forms to convey a scene’s emotional content without relinquishing the natural light and atmosphere so revered by his Impressionist predecessors. #NowOnView [©ARS]pic.twitter.com/WADBE4avqQ
0	30	168	3	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	1	0	1	299	0	0	0	1	A Chicago homecoming—The official Obama Portraits arrive in the former president and First Lady's hometown the summer of 2021. [via @chicagotribune]https://www.chicagotribune.com/entertainment/museums/ct-ent-obama-portraits-touring-art-institute-0124-20200123-mzll5hx2nrdwxdks3mdszykafy-story.html …
0	20	61	1	360000	artinstitutechi	0	afternoon	0	0	0	1	0	1	1	1	1	0	149	0	0	0	1	Five cities. Two portraits. One tour. Learn more about the #ObamaPortraitsTour at the Art Institute: http://bit.ly/37nj1E1 pic.twitter.com/sQ7ZfHTUtt
0	7	38	0	360000	artinstitutechi	0	evening	0	0	0	1	1	1	1	4	0	0	299	0	1	0	1	Following the school’s forced closure in 1933, the Bauhaus went on to have a wide-reaching impact on American art. Explore the influence of this acclaimed German art school, on its centenary, in the exhibition "Weaving beyond the Bauhaus." LEARN MORE—http://bit.ly/2vbqdFc pic.twitter.com/DO0ActoFLC
0	1	9	0	360000	artinstitutechi	0	evening	0	0	1	0	1	1	1	2	0	0	277	0	0	0	1	FEBRUARY 27—Concert: Charles Curtis performs Eliane Radigue’s "Naldjorlak I" Cellist Charles Curtis performs composer Eliane Radigue’s work for solo cello—at the Art Institute. TICKETS—http://bit.ly/38tNWic  Presented as part of the Frequency Festivalpic.twitter.com/EXflUQ5M1X
0	3	22	0	360000	artinstitutechi	0	evening	0	0	0	1	0	1	1	2	0	0	298	0	1	0	1	JANUARY 30—Lecture: The Impact of Provenance in the Market for Antiquities Explore the profound impact that provenance records have on the sale of ancient artworks and  how they can be employed to counter claims of illicit trade. Free with admission—http://bit.ly/2TKFgjb pic.twitter.com/sa9kY764LZ
0	10	50	1	360000	artinstitutechi	0	evening	1	0	1	1	1	1	1	2	0	0	282	0	1	0	1	Make it a night at the museum! The Art Institute is now open until 8:00 on Wednesdays, Thursdays, and Fridays. Museum admission is free for Illinois residents every Wednesday evening, 5:00–8:00. Learn more on our website. LEARN MORE—http://artic.edu/visit pic.twitter.com/SmdLA7b0cg
0	9	43	0	360000	artinstitutechi	0	evening	0	0	1	1	0	1	1	3	0	0	304	0	1	0	1	Jean Hey, known as the Master of Moulins, was the leading painter working in France in the last decades of the 15th century. Though acquired by the museum at different times, technical examination reveals these two fragments once belonged to the same work http://bit.ly/2NJ7bwc pic.twitter.com/m8u8SpjVeR
0	6	34	1	360000	artinstitutechi	0	evening	1	0	1	1	0	1	1	2	0	0	239	0	0	0	1	CLOSING THIS WEEKEND—The largest Warhol retrospective in decades is coming to an end! TICKETS—http://bit.ly/30jj8xV  Don't miss the exhibition critics are calling "sublime," "transcendent," and a "triumph." [©ARS]pic.twitter.com/nfKXPrYJ93
0	7	41	0	360000	artinstitutechi	0	afternoon	1	0	1	0	1	1	1	4	0	0	301	0	1	0	1	TODAY! Celebrate the life and legacy of Dr. Martin Luther King Jr., whose words and actions are a timeless inspiration. Join us to create a vision for the future guided by artists and activists from the past and present—free to IL residents. LEARN MORE—http://bit.ly/30eUEFW pic.twitter.com/P4jMQeMuxY
0	10	65	2	360000	artinstitutechi	0	evening	0	0	1	1	0	1	0	2	0	0	302	0	1	0	1	In "Movement: Boats and Objects, Blue Gray Sea," John Marin likely depicts the Maine coast, using oil paint as thinly as he did watercolor, the medium for which he is best known. See this work by the American Modernist John Marin—on view in Gallery 265 of American Art. [©ARS]pic.twitter.com/wlXZdg6aRL
0	1	3	0	360000	artinstitutechi	0	afternoon	0	0	1	1	1	1	1	2	0	0	214	0	0	0	1	Postcommodity's "With Each Incentive" invites visitors to glimpse and further imagine Chicago’s Indigenous future—now on view on the Bluhm Family Terrace. LEARN MORE—http://bit.ly/2QZVP9f pic.twitter.com/ldDUVm3KqI
0	12	35	0	360000	artinstitutechi	0	night	1	0	1	0	1	1	1	1	0	0	270	0	0	0	1	CLOSING SOON—Less than 10 days are left to catch our Andy Warhol retrospective! WARHOL—http://bit.ly/2NA7eu6  From soup cans to celebrity portraits, explore more than 400 works from the iconic Pop artist before the exhibition closes January 26.pic.twitter.com/cuYGmMk0qf
0	15	27	0	360000	artinstitutechi	0	evening	0	1	0	0	0	1	1	2	0	0	303	0	1	0	1	Interested in a career as a museum curator? The Mellon Summer Academy is a weeklong intensive program—providing specialized training for students from groups historically underrepresented in the curatorial field. Apply today—http://bit.ly/361GDwx  Application deadline: March 1pic.twitter.com/Sv3ggH1DOx
0	14	32	0	360000	artinstitutechi	0	evening	0	0	1	1	0	1	1	1	0	0	318	0	1	0	1	Context can change not only the narrative of a photograph, but also how we understand history.  Explore how varying perspectives allow photographs and their stories to evolve and shift across time—with Dorothea Lange’s "Plantation Owner."https://www.artic.edu/articles/795/dorothea-langes-plantation-owner-in-context …
0	15	85	0	360000	artinstitutechi	0	evening	0	0	1	0	1	1	0	2	1	0	297	0	1	0	1	Fish was a luxury food among the Romans. This mosaic depicts several species of fish and shellfish. The representation of these sea creatures was likely intended to convey a message about the owner’s wealth as well as the variety of food available in the home. #NowOnViewpic.twitter.com/wu10XWlp5O
0	14	68	1	360000	artinstitutechi	0	afternoon	0	0	0	1	1	1	1	4	0	0	235	0	0	0	1	Explore how the Windy City put its own stamp on the Bauhaus aesthetic.   "Bauhaus Chicago: Design in the City" highlights the Bauhaus’s continuing legacy in Chicago and around the world: http://bit.ly/36USqOo pic.twitter.com/zL1LhI6R53
0	29	151	2	360000	artinstitutechi	0	night	0	0	1	0	1	1	0	2	1	0	260	0	1	0	1	In "Resting," Antonio Mancini applies his oils with reckless and ecstatic abandon, using an impasto technique—the brushwork clearly visible from the thickly applied paint—to evoke the haziness between wakefulness and sleep. #NowOnViewpic.twitter.com/x0JeuOzcUp
0	17	68	1	360000	artinstitutechi	0	evening	0	0	1	1	1	0	1	5	0	0	273	0	0	0	1	Due to their delicacy and sensitivity to light, prints and drawings can only be displayed for short periods of time. Explore rarely exhibited works on paper from across the centuries—now on view at the Art Institute. EXPLORE—http://bit.ly/2Relud6 pic.twitter.com/cBCOUqurQ1
0	2	10	0	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	2	0	0	290	0	0	0	1	MARCH 13—Artists Connect: Lido Pimienta Powered by glittering synths, Lido Pimienta’s deeply political music and multimedia work is informed by her identity as an immigrant, an Afro-indigenous person, and an intersectional feminist. REGISTER—http://bit.ly/36PhlCF pic.twitter.com/ErWNsOKVKA
0	21	77	3	360000	artinstitutechi	0	night	1	0	1	0	1	0	1	5	0	0	234	0	1	0	1	CLOSING SOON—The largest Andy Warhol retrospective in decades is coming to an end! Don't miss this panoramic look at an artist whose "15 minutes" endure today. Closing January 26—http://bit.ly/30jj8xV  [©ARS]pic.twitter.com/5ATJdrbfWf
0	4	27	2	360000	artinstitutechi	0	evening	0	0	1	1	0	1	1	2	1	0	303	0	1	0	1	Randolph Rogers's "Nydia, The Blind Flower Girl of Pompeii" was extremely popular with the American public upon its first being exhibited. Learn more about this evocative work—based on the 1834 novel 'The Last Days of Pompeii'—#NowOnView in American Art: http://bit.ly/2No3uMb pic.twitter.com/Z9BZEcN6Fk
0	1	9	0	360000	artinstitutechi	0	evening	0	0	1	0	0	1	1	2	0	0	250	0	1	0	1	JANUARY 20—King Day Festival: Tomorrow is Today Celebrate the legacy of Dr. Martin Luther King Jr. and create a vision for the future guided by artists and activists at work today. Free to IL residents—http://bit.ly/30eUEFW pic.twitter.com/je1rWHDAlR
0	32	92	3	360000	artinstitutechi	0	evening	0	0	0	1	1	1	1	2	0	1	278	0	1	0	1	Live your life as a work of art.  "Too often, the arts are seen as this frill, but they really do play an essential role in our lives." [via @chicagotribune]https://www.chicagotribune.com/nation-world/ct-nw-museum-health-benefits-20200102-vtnqjk2d2nfuhovmtsb23gsymu-story.html …
0	11	48	2	360000	artinstitutechi	0	evening	0	0	0	1	1	1	0	2	1	0	305	0	1	0	1	Among the Vili people of Central Africa, 'nkisi' figures like this powerful work were made to harness and direct otherworldly forces. A nail or a blade was driven into the figure each time its force was invoked through ritual, thereby provoking the spirit into action. #NowOnViewpic.twitter.com/dCquCWhk1S
0	19	59	0	360000	artinstitutechi	0	evening	0	0	1	1	0	1	1	2	0	0	282	0	1	0	1	Notable for its bold patterning, strong contours, and brilliant light effects, Winslow Homer's "Croquet Scene" epitomizes the spirit of a breezy summer afternoon. See it among seven paintings by Winslow Homer on view in American Art: http://bit.ly/2sa5Uqx pic.twitter.com/LoUsVGwxMv
0	4	15	0	360000	artinstitutechi	0	afternoon	1	1	0	1	1	1	1	1	0	0	307	0	1	0	1	We want you to join our third annual Block Party on July 26! "Room to Move" is this year's theme and we want to know: What does movement mean to you? If you have a story, idea, or artistic practice you’d like to share, submit your pitch by February 15: http://artic.edu/blockparty pic.twitter.com/jxlCJirla8
0	13	55	2	360000	artinstitutechi	0	evening	0	0	0	1	0	1	0	4	1	0	296	0	1	0	1	Southeast Asia served as a hub for important maritime trade routes for millennia. New techniques and designs for ceramics originating in China were adapted to local tastes. The Bencharong "five-colored" ware was produced in southern China for the Thai market. #NowOnViewpic.twitter.com/2fZkpfA84E
0	3	16	0	360000	artinstitutechi	0	evening	1	0	1	1	1	0	1	2	0	0	294	0	1	0	1	This Saturday and Sunday! Screenings: Films of Andy Warhol From 1963 to 1968 Warhol produced hundreds of 16mm films. Experience some of these singular film works in a series of screenings at the Art Institute—free with museum admission. REGISTER—http://bit.ly/2ucTCON pic.twitter.com/yWMrt17aP4
0	8	40	0	360000	artinstitutechi	0	evening	0	0	0	1	0	1	1	5	0	0	303	0	1	0	1	FINAL DAYS—"PHOTOGRAPHY + FOLK ART: Looking for America in the 1930s" As the United States was struggling through the Great Depression, a rising interest in early American folk art converged with major documentary photographic projects Closing January 20—http://bit.ly/3010pXC pic.twitter.com/IpSivxXGSG
0	15	55	1	360000	artinstitutechi	0	night	0	0	1	0	1	1	1	2	1	0	302	0	1	0	1	Named after the 13th-century poet, Dante Gabriel Rossetti found inspiration for "Beata Beatrix" in his namesake's 'La Vita Nuova.'  A deeply personal work, Rossetti's symbolism combines details from his own life with those from Dante's story: http://bit.ly/2QS9n5r  #NowOnViewpic.twitter.com/nzzRzN4Mea
0	6	20	0	360000	artinstitutechi	0	evening	0	0	0	1	1	1	1	4	0	0	261	0	1	0	1	THURSDAY—Lecture: Six Modernists in Mexico at Midcentury Don't miss the chance to learn more about this groundbreaking exhibition before it closes January 12.  REGISTER—http://bit.ly/35kt2QG  This lecture is free with museum admission.pic.twitter.com/PJyi5FmyUi
0	23	65	0	360000	artinstitutechi	0	evening	0	0	0	1	0	1	1	4	0	0	299	0	0	0	1	When laws of the shogunate dictated that only a handful of publishers could produce calendars for the public, Japanese artists subtly incorporated the year's sequence into lush prints known as 'egoyomi.'  "Egoyomi: Picture Calendars for the New Year"—http://bit.ly/2Qv8CAi pic.twitter.com/qCMTsamZTe
0	12	31	1	360000	artinstitutechi	0	afternoon	0	0	1	1	0	0	1	1	0	0	313	0	0	0	1	Warhol’s iconic painting "Mao" is enormous, truly monumental in scale. When it has to travel, the trip is anything but straightforward. Learn more about the coordinated effort and strenuous hours required to prepare and install this colossal painting.https://www.artic.edu/articles/783/the-tao-of-stretching-mao …
0	33	146	2	360000	artinstitutechi	0	evening	0	0	1	0	1	1	0	2	0	0	301	0	0	0	1	This female angel is one of many American artist Abbott Handerson Thayer painted during his career. Thayer added a level of naturalism to this idealized subject, particularizing the woman’s features and giving her form a sense of mass and gravity—now on view in American Art.pic.twitter.com/DiYm3unAO5
0	3	13	0	360000	artinstitutechi	0	evening	1	0	1	0	1	1	1	2	0	0	307	0	0	0	1	Live at the Art Institute! See Jim Jarmusch and Carter Logan (SQÜRL), John Cale, Lido Pimienta, a night of music guest-curated by Black, Brown, and Indigenous Crew, and more. LIVE ARTS—http://artic.edu/livearts  Check out the complete winter lineup for dates and ticket informationpic.twitter.com/UdtQlDVyry
0	9	31	3	360000	artinstitutechi	0	afternoon	1	0	1	1	0	1	1	2	0	0	283	0	1	0	1	CLOSING JANUARY 26—The largest Andy Warhol retrospective in decades is coming to an end! See Warhol's most celebrated images among over 400 works on view—from soup cans to celebrity portraits, electric chairs to album covers.  TICKETS—http://bit.ly/2QqM2Zr pic.twitter.com/M3yirZmAt7
0	23	128	7	360000	artinstitutechi	0	night	1	0	1	1	1	1	1	5	0	0	245	0	1	0	1	"I've never met a person I couldn't call a beauty." —Andy Warhol Visitors add their own Pop of color to the Warhol show—now on view at the Art Institute. See it before it closes January 25! WARHOL—http://bit.ly/2FdGpHH pic.twitter.com/ySPkVSsivq
0	13	69	1	360000	artinstitutechi	0	evening	0	0	0	1	0	1	1	4	0	0	299	0	1	0	1	FINAL DAYS—"Adornment: Jewelry of South Asia’s Nomadic Cultures" The wide range of vegetal, geometric, and animal motifs that tribal jewelers wrought into silver and gold reflects the diverse functions and varied origins of these artworks. LEARN MORE—http://bit.ly/39zlUDi pic.twitter.com/WEV5hOaPri
0	2	21	1	360000	artinstitutechi	0	evening	0	0	0	1	1	0	1	1	0	0	260	0	1	0	1	THURSDAY—Lecture: Six Modernists in Mexico at Midcentury Don't miss the chance to learn more about this groundbreaking exhibition before it closes January 12. This lecture is free with museum admission. REGISTER—http://bit.ly/35kt2QG pic.twitter.com/lU5K13DzE5
0	8	21	0	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	4	0	0	283	0	1	0	1	JANUARY 11–12: Screenings: Films of Andy Warhol From 1963 to 1968 Warhol produced hundreds of 16mm films. Experience some of these singular film works in a series of screenings at the Art Institute—free with museum admission. REGISTER—http://bit.ly/2ucTCON pic.twitter.com/CEB744QrLo
0	26	131	0	360000	artinstitutechi	0	afternoon	0	0	1	1	1	1	1	4	0	0	298	0	0	0	1	Although most closely associated with oil painting, the Impressionists also embraced pastels for their immediacy, boldness, and radiance. See works by Mary Cassatt, Edgar Degas, Eva Gonzalès, and Berthe Morisot in "The Impressionist Pastel." EXPLORE—http://bit.ly/2SIHYp8 pic.twitter.com/N4P3w1yENo
0	9	48	1	360000	artinstitutechi	0	evening	1	0	0	0	1	1	1	4	0	0	286	0	1	0	1	Happy New Year’s Eve from the Art Institute of Chicago!  And thank you to everyone who visited us in 2019. Here's a look at just some of the exhibitions coming in 2020: http://bit.ly/2MJHzii  [Please note that the museum is closed tomorrow for New Year's Day.]pic.twitter.com/UBwUW1tIF3
